--
-- author: haosun
   [78950] = "「好啊，那你把她叫出来？」",
   [78960] = "「……你！」",
   [78970] = "「怎么？在离开夜莺森林的时候，她没有交给你与她传信的独特咒语吗？」",
   [78980] = "「还是说她现在连谎言都已经懒得与她的棋子分享了？」",
   [78990] = "「……你你你！玛丽大人……玛丽大人……」",
   [79000] = "「并非没有传信咒语……而是……」",
   [79010] = "「看来你也不知道玛丽的消息。」",
   [79020] = "「（眼中闪过一丝异样）什么意思？你们是来找……玛丽的？」",
   [79030] = "「玛丽大人失踪了。」",
   [79040] = "「哈哈哈哈哈哈哈，你撒谎！像她这样的人，怎么可能会失踪呢？一定是意识到危险，抛下你们自己藏起来了！！」",
   [79050] = "「我保证，你们就算翻遍整个圣摩拉，也找不到她~~」",
   [79060] = "「够了，我不想再听你们魔女之间的恩怨了。」",
   [79070] = "「赫莎，我们要进耀堂里面，麻烦你让路。」",
   [79080] = "「耀堂不是你们想进就进的地方。」",
   [79090] = "「奉劝各位赶紧回头，才是最正确的选择——」",
   [79100] = "「我们已经到这儿了，是绝不可能回头的！」",
   [79110] = "「不回头吗？哈哈哈，也行——」",
   [79120] = "「那便让我看看玛丽的魔女被传授到如何的程度，才被放出来成为弃子的吧！」",
   [79130] = "「等等，赫莎，不止有魔女的事还有……我只是——」",
   [79140] = "「毁灭凋零——」",
   [79150] = "「咒怨，爆发！」",
   [79160] = "「5-8 《背叛者赫莎》战后对话」",
   [79170] = "「赫莎，你、你没事吧……」",
   [79180] = "与赫莎的战斗并未持续多久，对方就因为太过虚弱而晕了过去。她的体力为何消耗得如此之快？令人不解。",
   [79190] = "塞布丽娜关切地走过去查探赫莎的伤势。",
   [79200] = "「还好……只是皮外伤，没有大碍。」",
   [79210] = "「奇怪，刚才的战斗并没有持续太久吧？怎么我还没用力，她就倒下了？」",
   [79270] = "「作为魔女，她的能力应该并不止如此……」",
   [79280] = "「选择1：或许她之前与人交过手。」",
   [79290] = "「魔力消耗如此大，可能是她一直守护在这里，一直护卫着里面的耀皇。」",
   [79300] = "「赫莎……确实是最忠诚于耀皇的那批人之一。」",
   [79310] = "「选择2：她似乎在守护着什么。」",
   [79320] = "「这里的邪恶气息……本应该更强烈一点。」",
   [79330] = "「导师大人的意思是，赫莎一直在清除这里的邪恶气息，魔力才会消耗如此之大？」",
   [79340] = "「很有可能。」",
   [79240] = "「这里太危险了，不能把她一个人留在这里。」",
   [79250] = "「可是~~~我们也不能这样带着她，她脾气那么差，醒过来说不定又要打一架呢！！」",
   [79260] = "「确实没办法带她一起，就为她设下一个守护阵法吧，等解决了耀堂的事再来替她疗伤。」",
   [79261] = "于是，守护阵法缓缓发出光芒——",
   [79350] = "「（轻叹）这不过是个背叛者，竟然还如此——」",
   [79351] = "「啧，你们魔女的事真复杂。」",
   [79360] = "「你们神庭的事更复杂！！！」",
   [79370] = "「你……」",
   [79380] = "「略略略略略略略略略~~~」",
   [79390] = "一阵吵闹声中，离开了方才战斗后一片狼藉的地方。或许是风所致，似乎身后传来什么东西坠落的声音。",
   [79391] = "回头看去，却只有一片黑暗……",
   [79392] = "有什么东西刚刚……",
   [79400] = "熄灭了——",
   [40081] = "6-1《耀皇登位》战前对话",
   [40090] = "安置完赫莎，我们继续前行。",
   [40100] = "虽然四处散落着桌椅和残破典籍，弥散着的只有破败和衰落，但身为圣摩拉最高信仰的耀堂，从建筑的规模和装饰来看，依稀能够看出此处曾经的繁荣和辉煌。",
   [40110] = "「一路进来我就有一个疑问……」",
   [40120] = "「这里的一切看上去并非被闲置或者遗弃，似乎更多的是人为的刻意毁坏。」",
   [40130] = "「难道说……恶魔集体袭击过这里？」",
   [40140] = "「……」",
   [40150] = "「唔……其实……」",
   [40160] = "「也罢。其实也没什么可隐瞒的……」",
   [40170] = "「到底发生过什么？」",
   [40180] = "「不止这里，就连我所在的耀堂也受到了一部分信从的袭击。」",
   [40190] = "「也正因为发生了这样的事，阿尔莎感知到了我的危险才会受到召唤，前来保护……」",
   [40200] = "「卑职不查，否则应当早些洞悉到这些潜藏的危机。到底还是让圣女大人受到了惊吓。」",
   [40210] = "「……」",
   [40220] = "「先不说这个……黛西，信从为什么会袭击耀堂？」",
   [40230] = "「难道是因为恶魔腐化了这些信从？」",
   [40240] = "黛西摇了摇头，表情有些伤感。",
   [40250] = "「莎莉丝特，你知道三大耀会吗？」",
   [40260] = "「自然……」",
   [40270] = "「<color=#F9642AFF>庄严耀会</color>、<color=#F9642AFF>慈悲耀会</color>、还有最后统领圣摩拉的、也就是罗德里戈耀皇所带领的<size=48><color=#FFF394FF>公平耀会</color></size>。」",
   [40280] = "「我和耀皇大人所在的耀堂虽不同，但都隶属于公平耀会。」",
   [40290] = "「所以袭击者的目标便是属于公平耀会的所有信从？」",
   [40300] = "「嗯，应该就是如此。而且……我们怀疑这种现状是其他两大耀会的人谋划所致。」",
   [40310] = "「可是一直以来，这三大耀会不都是和平相处的吗？为何会突然对公平耀会如此抵触？」",
   [40320] = "「也许原因有很多……」",
   [40330] = "「据我猜测及调查的结论，导致信仰崩塌的关键有二……」",
   [40340] = "「第一，公平耀会本来与其他两派势均力敌，分庭抗礼。如果一直互相平衡，最后即便有一方变得较为强势，那也是自然形成的态势，谁都不会过于记恨。」",
   [40350] = "「可是罗德里戈的出现……打破了我们三者的平衡。」",
   [40360] = "「他不是圣摩拉公平耀会的布信者？」",
   [40370] = "「不是，他是突然出现的。或者说用横空出世更为妥帖。」",
   [40380] = "「哇哦，看来他的故事一定很精彩——」",
   [40390] = "「有没有人教过你，打断别人说话是一种不礼貌的表现？！」",
   [40400] = "「我这是捧场，而且发自肺腑~~~黛西姐姐，你说对不对呀？」",
   [40410] = "「不准直呼黛西大人的名讳！！！！」",
   [40420] = "「……没关系的，阿尔莎——安娜喜欢听的话我可以多说一些，但是眼下恐怕也没有那么多时间叙述这些无关紧要的背景了。」",
   [40430] = "「选择1：想听详细介绍。（剧情较长，文字量较多。）」",
   [40440] = "「圣女愿意多说一些，也对我们了解这位耀皇大人有所帮助。」",
   [40450] = "「嗯嗯！我最喜欢听故事了！！」",
   [40460] = "「黛西，麻烦了。或许多了解一些对我们后面的调查也有帮助。」",
   [40470] = "「嗯，那我便继续了。」",
   [40480] = "「有劳了，圣女大人。」",
   [40490] = "「这件事恐怕要从罗德里戈落户圣摩拉的时候说起……」",
   [40500] = "「当时他虽然曾经挂名于公平耀会，但之后就再也没有与耀会的人有所往来。」",
   [40510] = "「他借用了公平耀会的名义，才请到了专职修建耀堂的工人们。之后又以自己的所有积蓄为酬劳，让他们在圣摩拉最偏远的山顶，搭建了一座简陋耀堂。」",
   [40520] = "「当时公平耀会这么困难吗？需要布信者自己建耀堂？」",
   [40530] = "「哦并不是这样，当时的公平耀会，有想过资助他。」",
   [40540] = "「可是当时耀会信从们都希望罗德里戈能把耀堂建在城中，这样既方便信从的参拜，又方便各大耀堂之间的交流。」",
   [40550] = "「但罗德里戈固执己见，不愿听从。一意孤行地要将耀堂建在山顶。」",
   [40560] = "「还向所有耀堂的人说教——要参拜神，便要向高处而居。这样神才能更清晰地听到人们的祷告。大家都应该这样做——」",
   [40580] = "「这听上去，可有点不合群啊。」",
   [40590] = "「的确如此，但大家看他已经年过半百，也不愿再多说什么，便遂了他的意，让他爱干什么就干什么。」",
   [40600] = "「据那些年迈的布信者说，那时的罗德里戈的确如大家所想一样，一个信从都没有。」",
   [40610] = "「后来也不知是不是发现了自己的错误，又碍于面子不愿见人，他深居简出，甚至还消失了一段时间，有人说看到他离开了圣摩拉。」",
   [40620] = "「可能去其他地方传教了。」",
   [40630] = "「那个年代，是战争四起的年代，若非特殊需要，没有人愿意离开自己的家。他一走就是一年多，大家都以为这个老人也许会死在某个战乱的城镇中。」",
   [40650] = "「可正当人们如此想的时候，突然有一天，他回来了。还带回了一个小女孩，和一个年轻人。」",
   [40670] = "「年轻人？难道是……」",
   [40680] = "「是的，他就是后来的骑士团长·海因里希。这便是我所谓的横空出世。」",
   [40690] = "「你们都知道，那个英雄是如何为了圣摩拉征战的。他成为了骑士团长之后，力挺罗德里戈。有如此强大的武力支撑，罗德里戈不成为权力的中心都不可能。」",
   [40720] = "「还是靠武力成为的耀皇吗……」",
   [40730] = "「不，还有一个原因。」",
   [40740] = "「就是信从。」",
   [40750] = "「圣摩拉司辉和耀皇的推选唯一的条件便是信从的数量，罗德里戈回来后的三年中，潜移默化地多了很多的信从。」",
   [40760] = "「大多数都是外来者，似乎都是从各个地方的战乱中逃难至此，又定居下来的人。他们口中的罗德里戈，几乎是神一般的存在。」",
   [40780] = "「没有人知道他做了什么，但可以肯定的是，他的确是一个合格的布信者，并且他的固执以及对信仰的坚定，也是他最后成为耀皇的关键。」",
   [40790] = "选择2：长话短说。",
   [40800] = "「时间不多，早些见到耀皇，当面询问或许能得到更多有用的信息。」",
   [40810] = "「嗯，好的。」",
   [40820] = "「当年罗德里戈虽然打着公平耀会的名义，但并未从圣摩拉获得任何信从。」",
   [40830] = "「他是经过一年的周游，传教获得了其他地方信从的信任。那些信从迁移过来，入驻圣摩拉。一瞬间，罗德里戈便获得了万民爱戴。」",
   [40850] = "「圣摩拉的司辉和耀皇选举也只有一个条件，那便是信从的数量，于是罗德里戈便通过这个办法登位耀皇。」",
   [40860] = "「而且他还得到了整个骑士团的支持，一切就变得非常受人‘瞩目’了。」",
   [40870] = "「有着最强骑士的维护，以及无数外来信从的拥护——怪不得你会用横空出世来比喻这位耀皇大人。」",
