id,中配,日配
1959,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1960,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1961,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
1962,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1963,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1964,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1965,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1966,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1967,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1968,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1969,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1970,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1971,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1972,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1974,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1975,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1976,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1977,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1978,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1979,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1980,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1981,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1982,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1983,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1984,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1985,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1987,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1988,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
1989,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1990,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1991,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1992,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1993,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1994,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1995,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1996,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1997,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1998,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
1999,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2000,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2001,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
2002,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
2003,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
2004,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
2005,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2006,event:/FightEffect/EnemyHitSound/behit-metal,event:/FightEffect/EnemyHitSound/behit-metal
2007,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2008,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2009,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2010,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2011,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2012,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2013,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2014,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2015,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2016,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2017,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2018,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2019,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2020,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2021,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2022,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2023,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2024,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2025,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2026,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2027,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2028,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2029,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2030,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2031,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2032,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2033,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2034,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2035,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2036,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2037,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2038,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2039,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2040,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2041,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2042,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2043,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2044,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2045,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2046,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2047,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2048,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2049,event:/FightEffect/EnemyDeadSound/dead-metal-2,event:/FightEffect/EnemyDeadSound/dead-metal-2
2050,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2051,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2052,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2053,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2054,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2055,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2056,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2057,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2058,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2059,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2060,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2061,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2062,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2063,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2064,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2065,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2066,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2067,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2068,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2069,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2070,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2071,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2072,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2073,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2074,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2075,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2076,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2077,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2078,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2079,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2080,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2081,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2082,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2083,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2084,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2085,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2086,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2087,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2088,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2089,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2090,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2091,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2092,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2093,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2094,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2095,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2096,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2097,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2098,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2099,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2100,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2101,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2102,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2103,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2104,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2105,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2106,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2107,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2108,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2109,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2110,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2111,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2113,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2114,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2115,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2116,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2117,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2118,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2119,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2120,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2121,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2122,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2123,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2124,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2125,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2126,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2127,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2128,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2130,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2132,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2133,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2135,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2136,event:/FightEffect/EnemyDeadSound/dead-bone,event:/FightEffect/EnemyDeadSound/dead-bone
2137,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2138,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2139,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2140,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2141,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2142,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2143,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2144,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2145,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2146,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2147,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2148,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2149,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2150,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2151,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2152,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2153,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2154,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2155,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2156,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2157,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2158,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2159,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2160,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2161,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2162,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2163,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2164,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2165,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2166,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2167,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2168,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2169,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2170,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2171,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2172,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2173,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2174,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2175,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2176,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2177,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2178,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2179,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2180,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2181,event:/FightEffect/EnemyDeadSound/dead-crystal,event:/FightEffect/EnemyDeadSound/dead-crystal
2182,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2183,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2184,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2185,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2186,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2187,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2188,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2189,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2190,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2191,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2192,event:/FightEffect/EnemyHitSound/behit-flesh,event:/FightEffect/EnemyHitSound/behit-flesh
2193,event:/FightEffect/EnemyHitSound/behit-common,event:/FightEffect/EnemyHitSound/behit-common
2194,event:/FightEffect/EnemyDeadSound/dead-common,event:/FightEffect/EnemyDeadSound/dead-common
2195,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2196,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2197,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2198,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2199,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2200,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2201,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2202,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2203,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2204,event:/FightEffect/EnemyDeadSound/dead-metal,event:/FightEffect/EnemyDeadSound/dead-metal
2205,event:/FightEffect/EnemyDeadSound/dead-rock,event:/FightEffect/EnemyDeadSound/dead-rock
2206,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2207,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2208,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2209,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2210,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2211,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2212,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2213,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2214,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2215,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2216,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2217,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2218,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2219,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2220,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2221,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2222,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2223,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2224,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
2225,event:/FightEffect/EnemyDeadSound/dead-flesh,event:/FightEffect/EnemyDeadSound/dead-flesh
