对话ID,回看头像id,名称,表情设置,字出现速度
75350,-1,-1,-1,0.01
75360,-1,-1,-1,0.01
75370,10103003,恶魔,-1,0.01
75380,10103003,恶魔,-1,0.01
75390,10040001,莎莉丝特,4,0.01
75400,10440001,雅努西娅,11,0.01
75410,10030001,希贝尔,4,0.01
75420,10010001,安娜,6,0.01
75430,10103003,恶魔,-1,0.01
75440,10103003,恶魔,-1,0.01
75450,10010001,安娜,6,0.01
75460,2000,安利丝,-1,0.01
75470,2000,安利丝,-1,0.01
75490,10010001,安娜,6,0.01
75491,2000,安利丝,-1,0.01
75500,-1,-1,-1,0.01
75510,-1,-1,-1,0.01
75520,10040001,莎莉丝特,5,0.01
75530,10103003,塞巴斯丁,-1,0.01
75540,10103003,塞巴斯丁,-1,0.01
75550,10103003,塞巴斯丁,-1,0.01
75551,10010001,安娜,14,0.01
75552,10103003,塞巴斯丁,-1,0.01
75553,10103003,塞巴斯丁,-1,0.01
75554,-1,-1,-1,0.01
75555,10103003,塞巴斯丁,-1,0.01
75556,10010001,安娜,14,0.01
75557,-1,-1,-1,0.01
75558,10103003,塞巴斯丁,-1,0.01
75559,10103003,塞巴斯丁,-1,0.01
75560,10103003,塞巴斯丁,-1,0.01
75561,1000,我,-1,0.01
75570,1000,我,-1,0.01
75580,10010001,安娜,1,0.01
75590,-1,-1,-1,0.01
75600,-1,-1,-1,0.01
75601,-1,-1,-1,0.01
75610,1000,我,-1,0.01
75620,10010001,安娜,6,0.01
75630,-1,-1,-1,0.01
75640,10010001,安娜,6,0.01
75641,10010001,安娜,6,0.01
75642,1000,我,-1,0.01
75643,-1,-1,-1,0.01
75644,1000,我,-1,0.01
75645,1000,我,-1,0.01
75646,10040001,莎莉丝特,4,0.01
75647,1000,我,-1,0.01
75648,1000,我,-1,0.01
75649,1000,我,-1,0.01
75650,10010001,安娜,14,0.01
75651,10040001,莎莉丝特,3,0.01
75652,10060001,塞布丽娜,-1,0.01
75653,10010001,安娜,6,0.01
75654,1000,我,-1,0.01
75655,1000,我,-1,0.01
75656,1000,我,-1,0.01
75657,10060001,塞布丽娜,4,0.01
75658,1000,我,-1,0.01
75659,1000,我,-1,0.01
75660,10060001,塞布丽娜,1,0.01
75661,10010001,安娜,6,0.01
75670,10030001,希贝尔,2,0.01
75680,1000,我,-1,0.01
75690,10010001,安娜,6,0.01
75700,1000,我,-1,0.01
75710,-1,-1,-1,0.01
75720,1000,我,-1,0.01
75730,1000,我,-1,0.01
75740,1000,我,-1,0.01
75750,1000,我,-1,0.01
75760,2000,安利丝,-1,0.01
75770,10010001,安娜,14,0.01
75780,2000,安利丝,-1,0.01
75781,10010001,安娜,14,0.01
75782,2000,安利丝,-1,0.01
75783,-1,-1,-1,0.01
75784,-1,我,-1,0.01
75790,-1,-1,-1,0.01
75800,10040001,莎莉丝特,4,0.01
75810,10040001,莎莉丝特,4,0.01
75820,10050001,嘉萝琳,-1,0.01
75830,10030001,希贝尔,4,0.01
75840,-1,-1,-1,0.01
75850,-1,-1,-1,0.01
75860,-1,-1,-1,0.01
75870,10040001,莎莉丝特,4,0.01
75880,10060001,塞布丽娜,-1,0.01
75890,2000,安利丝,-1,0.01
75930,10010001,安娜,6,0.01
75940,-1,-1,-1,0.01
75950,110,？？？,-1,0.01
75960,110,？？？,-1,0.01
75970,10010001,安娜,6,0.01
75980,2000,安利丝,-1,0.01
75990,10010001,安娜,6,0.01
76000,1000,我,-1,0.01
76010,1000,我,-1,0.01
76020,10030001,希贝尔,4,0.01
76040,10040001,莎莉丝特,4,0.01
76050,1000,我,-1,0.01
76060,1000,我,-1,0.01
76070,10030001,希贝尔,4,0.01
76080,10040001,莎莉丝特,4,0.01
76090,-1,-1,-1,0.01
76091,-1,-1,-1,0.01
76092,10040001,莎莉丝特,-1,0.01
76093,1000,我,-1,0.01
76094,10030001,希贝尔,-1,0.01
76100,10103001,小男孩,-1,0.01
76110,10103001,小男孩,-1,0.01
76120,10030001,希贝尔,4,0.01
76130,10440001,雅努西娅,2,0.01
76140,10103001,小男孩,-1,0.01
76150,-1,-1,-1,0.01
76160,10103001,小男孩,-1,0.01
76170,10030001,希贝尔,-1,0.01
76180,10040001,莎莉丝特,-1,0.01
76190,10030001,希贝尔,-1,0.01
76200,10040001,莎莉丝特,4,0.01
76210,10040001,莎莉丝特,4,0.01
76220,10040001,莎莉丝特,4,0.01
76230,10103001,小男孩,-1,0.01
76240,10060001,塞布丽娜,-1,0.01
76250,-1,-1,-1,0.01
76260,10040001,莎莉丝特,5,0.01
76270,-1,-1,-1,0.01
76280,10030001,希贝尔,4,0.01
76290,-1,-1,-1,0.01
76300,10103001,小男孩,-1,0.01
76310,-1,-1,-1,0.01
76320,10103001,小男孩,-1,0.01
76330,1000,我,-1,0.01
76340,10103001,小男孩,-1,0.01
76350,10103001,汤姆,-1,0.01
76360,10103001,汤姆,-1,0.01
76370,10060001,塞布丽娜,4,0.01
76380,10060001,塞布丽娜,4,0.01
76390,10030001,希贝尔,4,0.01
76400,10103001,汤姆,-1,0.01
76410,10103001,汤姆,-1,0.01
76420,10040001,莎莉丝特,-1,0.01
76430,10103001,汤姆,-1,0.01
76440,10103001,汤姆,-1,0.01
76450,1000,我,-1,0.01
76460,10103001,汤姆,-1,0.01
76470,2000,安利丝,-1,0.01
76480,-1,-1,-1,0.01
76490,10103001,汤姆,-1,0.01
76500,10103001,汤姆,-1,0.01
76510,10103001,汤姆,-1,0.01
76520,10103001,汤姆,-1,0.01
76530,-1,-1,-1,0.01
76540,10030001,希贝尔,4,0.01
76550,10103001,汤姆,-1,0.01
76560,10103001,汤姆,-1,0.01
76570,10010001,安娜,6,0.01
76580,10030001,希贝尔,4,0.01
76590,10040001,莎莉丝特,4,0.01
76600,10010001,安娜,6,0.01
76610,10040001,莎莉丝特,4,0.01
76620,10040001,莎莉丝特,4,0.01
76630,10030001,希贝尔,2,0.01
76640,10040001,莎莉丝特,4,0.01
76650,10060001,塞布丽娜,3,0.01
76660,10030001,希贝尔,2,0.01
76661,1000,我,-1,0.01
76670,10040001,莎莉丝特,-1,0.01
76680,10040001,莎莉丝特,-1,0.01
76690,-1,-1,-1,0.01
76700,-1,-1,-1,0.01
76710,-1,-1,-1,0.01
76720,-1,-1,-1,0.01
76730,-1,-1,-1,0.01
76740,2000,安利丝,-1,0.01
76750,2000,安利丝,-1,0.01
76760,10010001,安娜,6,0.01
76770,2000,安利丝,-1,0.01
76780,10010001,安娜,6,0.01
76790,-1,-1,-1,0.01
76800,1000,我,-1,0.01
76810,1000,我,-1,0.01
76820,10010001,安娜,6,0.01
76830,2000,安利丝,-1,0.01
76840,2000,安利丝,-1,0.01
76850,2000,安利丝,-1,0.01
76860,10010001,安娜,6,0.01
76861,2000,安利丝,-1,0.01
76870,2000,安利丝,-1,0.01
76880,2000,安利丝,-1,0.01
76890,10010001,安娜,14,0.01
76900,10010001,安娜,14,0.01
76910,2000,安利丝,-1,0.01
76920,2000,安利丝,-1,0.01
76930,10010001,安娜,6,0.01
76940,10010001,安娜,1,0.01
76950,10010001,安娜,8,0.01
76960,1000,我,-1,0.01
76970,10010001,安娜,6,0.01
76980,10010001,安娜,8,0.01
76990,-1,-1,-1,0.01
77000,-1,-1,-1,0.01
77010,-1,-1,-1,0.01
77020,-1,-1,-1,0.01
77030,10030001,希贝尔,4,0.01
77040,10040001,莎莉丝特,4,0.01
77050,10040001,莎莉丝特,4,0.01
77060,10010001,安娜,6,0.01
77070,10050001,嘉萝琳,-1,0.01
77080,10010001,安娜,6,0.01
77090,10010001,安娜,6,0.01
77100,10350001,阿尔莎,4,0.01
77110,10010001,安娜,14,0.01
77120,10010001,安娜,14,0.01
77121,10010001,安娜,8,0.01
77130,10350001,阿尔莎,-1,0.01
77140,10350001,阿尔莎,4,0.01
77150,10010001,安娜,14,0.01
77160,10010001,安娜,14,0.01
77170,10350001,阿尔莎,4,0.01
77180,10150001,黛西,4,0.01
77190,10350001,阿尔莎,4,0.01
77200,10350001,阿尔莎,4,0.01
77210,10010001,安娜,14,0.01
77220,10030001,希贝尔,4,0.01
77230,10010001,安娜,8,0.01
77240,1000,我,-1,0.01
77250,10010001,安娜,7,0.01
77260,1000,我,-1,0.01
77270,-1,-1,-1,0.01
77280,10040001,莎莉丝特,4,0.01
77290,10040001,莎莉丝特,4,0.01
77300,10060001,塞布丽娜,-1,0.01
77310,10030001,希贝尔,4,0.01
77320,10030001,希贝尔,5,0.01
77330,-1,-1,-1,0.01
77340,-1,-1,-1,0.01
77350,-1,-1,-1,0.01
77360,10040001,莎莉丝特,5,0.01
77370,10010001,安娜,6,0.01
77380,10030001,希贝尔,4,0.01
77390,10030001,希贝尔,4,0.01
77400,10010001,安娜,6,0.01
77410,-1,-1,-1,0.01
77420,1000,我,-1,0.01
77430,-1,-1,-1,0.01
77440,1000,我,-1,0.01
77450,1000,我,-1,0.01
77460,2000,安利丝,-1,0.01
77470,2000,安利丝,-1,0.01
77480,10103008,掘墓人,-1,0.01
77490,10103008,掘墓人,-1,0.01
77500,10040001,莎莉丝特,4,0.01
77510,10103008,司辉·艾伦,-1,0.01
77520,10060001,塞布丽娜,-1,0.01
77530,10103008,司辉·艾伦,-1,0.01
77540,10103008,司辉·艾伦,-1,0.01
77550,10060001,塞布丽娜,4,0.01
77560,10103008,司辉·艾伦,-1,0.01
77570,10103008,司辉·艾伦,-1,0.01
77580,10103008,司辉·艾伦,-1,0.01
77590,10150001,黛西,4,0.01
77600,10103008,司辉·艾伦,-1,0.01
77610,10103008,司辉·艾伦,-1,0.01
77620,10010001,安娜,6,0.01
77630,10040001,莎莉丝特,4,0.01
77640,10040001,莎莉丝特,4,0.01
77650,10050001,嘉萝琳,-1,0.01
77660,10050001,嘉萝琳,-1,0.01
77670,10103008,司辉·艾伦,-1,0.01
77680,-1,-1,-1,0.01
77690,10103008,司辉·艾伦,-1,0.01
77700,10103008,司辉·艾伦,-1,0.01
77710,10050001,嘉萝琳,-1,0.01
77720,10050001,嘉萝琳,-1,0.01
77730,10103008,司辉·艾伦,-1,0.01
77740,10050001,嘉萝琳,-1,0.01
77750,-1,-1,-1,0.01
77760,10010001,安娜,6,0.01
77770,10030001,希贝尔,5,0.01
77780,10050001,嘉萝琳,-1,0.01
77790,10010001,安娜,6,0.01
77800,10050001,嘉萝琳,-1,0.01
77810,10040001,莎莉丝特,4,0.01
77820,10040001,莎莉丝特,4,0.01
77830,10040001,莎莉丝特,3,0.01
77840,10050001,嘉萝琳,4,0.01
77850,10010001,安娜,3,0.01
77860,10040001,莎莉丝特,3,0.01
77870,10040001,莎莉丝特,3,0.01
77880,10040001,莎莉丝特,3,0.01
77890,10050001,嘉萝琳,-1,0.01
77900,1000,我,-1,0.01
77910,10030001,希贝尔,6,0.01
77920,1000,我,-1,0.01
77930,1000,我,-1,0.01
77940,1000,我,-1,0.01
77950,1000,我,-1,0.01
77960,10010001,安娜,6,0.01
77970,10030001,希贝尔,-1,0.01
77980,10150001,黛西,4,0.01
77990,10150001,黛西,4,0.01
78000,10150001,黛西,4,0.01
78010,-1,-1,-1,0.01
78020,-1,-1,-1,0.01
78030,-1,-1,-1,0.01
78040,-1,-1,-1,0.01
78050,-1,-1,-1,0.01
78060,10010001,安娜,1,0.01
78070,10030001,希贝尔,4,0.01
78080,10350001,阿尔莎,4,0.01
78090,10010001,安娜,14,0.01
78100,10350001,阿尔莎,4,0.01
78110,10010001,安娜,8,0.01
78111,10010001,安娜,-1,0.01
78120,10010001,安娜,8,0.01
78130,-1,-1,-1,0.01
78150,1000,我,-1,0.01
78160,1000,我,-1,0.01
78161,1000,我,-1,0.01
78170,-1,-1,-1,0.01
78180,-1,-1,-1,0.01
78190,-1,-1,-1,0.01
78200,-1,-1,-1,0.01
78210,10010001,安娜,6,0.01
78220,10040001,莎莉丝特,-1,0.01
78230,10040001,莎莉丝特,-1,0.01
78240,10150001,黛西,3,0.01
78250,10050001,嘉萝琳,-1,0.01
78300,10150001,黛西,3,0.01
78301,-1,-1,-1,0.01
78302,10150001,黛西,3,0.01
78303,10010001,安娜,6,0.01
78304,-1,-1,-1,0.01
78305,10150001,黛西,3,0.01
78310,10150001,黛西,4,0.01
78320,10150001,黛西,4,0.01
78330,10150001,黛西,4,0.01
78340,10040001,莎莉丝特,4,0.01
78350,10040001,莎莉丝特,4,0.01
78360,10150001,黛西,4,0.01
78370,10150001,黛西,3,0.01
78380,10150001,黛西,3,0.01
78390,10150001,黛西,3,0.01
78400,10040001,莎莉丝特,4,0.01
78410,10040001,莎莉丝特,3,0.01
78420,10150001,黛西,3,0.01
78430,10050001,嘉萝琳,3,0.01
78440,10030001,希贝尔,4,0.01
78450,10030001,希贝尔,4,0.01
78460,10150001,黛西,3,0.01
78470,10030001,希贝尔,4,0.01
78480,10150001,黛西,4,0.01
78490,10050001,嘉萝琳,3,0.01
78510,1000,我,-1,0.01
78520,1000,我,-1,0.01
78530,1000,我,-1,0.01
78540,-1,-1,-1,0.01
78550,10150001,黛西,3,0.01
78560,-1,-1,-1,0.01
78561,-1,-1,-1,0.01
78570,10150001,黛西,4,0.01
78580,10150001,黛西,4,0.01
78590,10050001,嘉萝琳,4,0.01
78591,110,？？？,-1,0.01
78600,10030001,希贝尔,5,0.01
78610,-1,-1,-1,0.01
78620,10010001,安娜,6,0.01
78630,10350001,阿尔莎,4,0.01
78640,10350001,阿尔莎,6,0.01
78650,10150001,黛西,4,0.01
78660,10150001,黛西,4,0.01
78670,1000,我,-1,0.01
78680,10120001,？？？,-1,0.01
78690,-1,-1,-1,0.01
78700,-1,-1,-1,0.01
78710,10120001,神秘执誓,4,0.01
78720,10010001,安娜,14,0.01
78730,10120001,神秘执誓,10,0.01
78740,10120001,神秘执誓,4,0.01
78750,10010001,安娜,14,0.01
78760,10120001,神秘执誓,10,0.01
78770,10040001,莎莉丝特,4,0.01
78780,-1,-1,-1,0.01
78790,10120001,赫莎,5,0.01
78800,10030001,希贝尔,5,0.01
78810,10030001,希贝尔,5,0.01
78820,10120001,赫莎,10,0.01
78830,10120001,赫莎,4,0.01
78840,10010001,安娜,5,0.01
78850,10120001,赫莎,10,0.01
78860,10120001,赫莎,4,0.01
78870,10120001,赫莎,5,0.01
78880,10120001,赫莎,10,0.01
78890,10010001,安娜,5,0.01
78900,10120001,赫莎,10,0.01
78910,10120001,赫莎,10,0.01
78920,10120001,赫莎,4,0.01
78930,10010001,安娜,14,0.01
78940,10010001,安娜,14,0.01
78950,10120001,赫莎,10,0.01
78960,10010001,安娜,14,0.01
78970,10120001,赫莎,10,0.01
78980,10120001,赫莎,10,0.01
78990,10010001,安娜,14,0.01
79000,10030001,希贝尔,2,0.01
79010,1000,我,-1,0.01
79020,10120001,赫莎,4,0.01
79030,10010001,安娜,3,0.01
79040,10120001,赫莎,10,0.01
79050,10120001,赫莎,10,0.01
79060,10350001,阿尔莎,4,0.01
79070,10350001,阿尔莎,4,0.01
79080,10120001,赫莎,4,0.01
79090,10120001,赫莎,4,0.01
79100,10010001,安娜,14,0.01
79110,10120001,赫莎,10,0.01
79120,10120001,赫莎,4,0.01
79130,10150001,黛西,3,0.01
79140,10120001,赫莎,4,0.01
79150,10120001,赫莎,5,0.01
79160,-1,-1,-1,0.01
79170,10150001,黛西,3,0.01
79180,-1,-1,-1,0.01
79190,-1,-1,-1,0.01
79200,10060001,塞布丽娜,-1,0.01
79210,10010001,安娜,6,0.01
79270,10150001,黛西,3,0.01
79280,-1,-1,-1,0.01
79290,1000,我,-1,0.01
79300,10150001,黛西,4,0.01
79310,-1,-1,-1,0.01
79320,1000,我,-1,0.01
79330,10030001,希贝尔,6,0.01
79340,1000,我,-1,0.01
79240,10150001,黛西,3,0.01
79250,10010001,安娜,14,0.01
79260,1000,我,-1,0.01
79261,-1,-1,-1,0.01
79350,10350001,阿尔莎,6,0.01
79351,10350001,阿尔莎,-1,0.01
79360,10010001,安娜,14,0.01
79370,10350001,阿尔莎,6,0.01
79380,10010001,安娜,8,0.01
79390,-1,-1,-1,0.01
79391,-1,-1,-1,0.01
79392,-1,-1,-1,0.01
79400,-1,-1,-1,0.01
40081,-1,-1,-1,0.01
40090,-1,-1,-1,0.01
40100,-1,-1,-1,0.01
40110,10030001,希贝尔,4,0.01
40120,10030001,希贝尔,4,0.01
40130,10030001,希贝尔,4,0.01
40140,10150001,黛西,3,0.01
40150,10150001,黛西,3,0.01
40160,10150001,黛西,3,0.01
40170,10040001,莎莉丝特,4,0.01
40180,10150001,黛西,3,0.01
40190,10150001,黛西,3,0.01
40200,10350001,阿尔莎,-1,0.01
40210,10040001,莎莉丝特,4,0.01
40220,10040001,莎莉丝特,4,0.01
40230,10040001,莎莉丝特,4,0.01
40240,-1,-1,-1,0.01
40250,10150001,黛西,3,0.01
40260,10040001,莎莉丝特,4,0.01
40270,10040001,莎莉丝特,4,0.01
40280,10150001,黛西,4,0.01
40290,10040001,莎莉丝特,3,0.01
40300,10150001,黛西,4,0.01
40310,10050001,嘉萝琳,-1,0.01
40320,10150001,黛西,4,0.01
40330,10150001,黛西,4,0.01
40340,10150001,黛西,4,0.01
40350,10150001,黛西,4,0.01
40360,10030001,希贝尔,-1,0.01
40370,10150001,黛西,4,0.01
40380,10010001,安娜,6,0.01
40390,10350001,阿尔莎,4,0.01
40400,10010001,安娜,1,0.01
40410,10350001,阿尔莎,4,0.01
40420,10150001,黛西,3,0.01
40430,1000,我,-1,0.01
40440,1000,我,-1,0.01
40450,10010001,安娜,7,0.01
40460,10040001,莎莉丝特,7,0.01
40470,10150001,黛西,4,0.01
40480,10030001,希贝尔,-1,0.01
40490,10150001,黛西,4,0.01
40500,10150001,黛西,4,0.01
40510,10150001,黛西,4,0.01
40520,10040001,莎莉丝特,3,0.01
40530,10150001,黛西,4,0.01
40540,10150001,黛西,4,0.01
40550,10150001,黛西,4,0.01
40560,10150001,黛西,4,0.01
40580,10010001,安娜,6,0.01
40590,10150001,黛西,4,0.01
40600,10150001,黛西,4,0.01
40610,10150001,黛西,4,0.01
40620,10150001,黛西,4,0.01
40630,10150001,黛西,4,0.01
40650,10150001,黛西,4,0.01
40670,10040001,莎莉丝特,3,0.01
40680,10150001,黛西,4,0.01
40690,10150001,黛西,4,0.01
40720,10050001,嘉萝琳,4,0.01
40730,10150001,黛西,5,0.01
40740,10150001,黛西,4,0.01
40750,10150001,黛西,4,0.01
40760,10150001,黛西,4,0.01
40780,10150001,黛西,4,0.01
40790,-1,-1,-1,0.01
40800,1000,我,-1,0.01
40810,10150001,黛西,4,0.01
40820,10150001,黛西,4,0.01
40830,10150001,黛西,4,0.01
40850,10150001,黛西,4,0.01
40860,10150001,黛西,4,0.01
40870,1000,我,-1,0.01
40890,1000,我,-1,0.01
40900,1000,我,-1,0.01
40910,10150001,黛西,4,0.01
40920,10150001,黛西,3,0.01
40930,10060001,塞布丽娜,-1,0.01
40940,10040001,莎莉丝特,4,0.01
40950,10050001,嘉萝琳,-1,0.01
40960,-1,-1,-1,0.01
40970,10010001,安娜,14,0.01
40990,-1,-1,-1,0.01
41000,10150001,黛西,3,0.01
41010,1000,我,-1,0.01
41020,10040001,莎莉丝特,4,0.01
41030,10040001,莎莉丝特,4,0.01
41040,10150001,黛西,4,0.01
41050,10030001,希贝尔,4,0.01
41060,10010001,安娜,6,0.01
41070,10350001,阿尔莎,4,0.01
41080,2000,安利丝,-1,0.01
41090,10350001,阿尔莎,6,0.01
41100,1000,我,-1,0.01
41110,2000,安利丝,-1,0.01
41120,10350001,阿尔莎,4,0.01
41130,2000,安利丝,-1,0.01
41140,10350001,阿尔莎,6,0.01
41150,-1,-1,-1,0.01
41160,1000,我,-1,0.01
41170,10050001,嘉萝琳,-1,0.01
41180,1000,我,-1,0.01
41190,1000,我,-1,0.01
41210,10150001,黛西,3,0.01
41220,10030001,希贝尔,5,0.01
41230,-1,-1,-1,0.01
41250,10060001,塞布丽娜,2,0.01
41260,1000,我,-1,0.01
41270,10060001,塞布丽娜,2,0.01
41280,10060001,塞布丽娜,2,0.01
41290,10350001,阿尔莎,4,0.01
41300,10350001,阿尔莎,4,0.01
41310,10010001,安娜,6,0.01
41320,10350001,阿尔莎,4,0.01
41340,10040001,莎莉丝特,4,0.01
41350,10150001,黛西,4,0.01
41360,1000,我,-1,0.01
41370,-1,-1,-1,0.01
41380,-1,-1,-1,0.01
41390,-1,-1,-1,0.01
41400,10060001,塞布丽娜,2,0.01
41410,-1,-1,-1,0.01
41420,1000,我,-1,0.01
41430,-1,-1,-1,0.01
41440,1000,我,-1,0.01
41450,10040001,莎莉丝特,-1,0.01
41460,10060001,塞布丽娜,2,0.01
41470,10060001,塞布丽娜,2,0.01
41480,10150001,黛西,3,0.01
41490,10060001,塞布丽娜,-1,0.01
41500,10150001,黛西,3,0.01
41510,10150001,黛西,3,0.01
41520,10150001,黛西,3,0.01
41540,10040001,莎莉丝特,4,0.01
41560,10150001,黛西,3,0.01
41570,10150001,黛西,4,0.01
41590,10150001,黛西,4,0.01
41620,10150001,黛西,4,0.01
41630,10150001,黛西,4,0.01
41650,1000,我,-1,0.01
41670,10040001,莎莉丝特,4,0.01
41680,10060001,塞布丽娜,4,0.01
41700,10040001,莎莉丝特,3,0.01
41710,10010001,安娜,6,0.01
41720,1000,我,-1,0.01
41730,10030001,希贝尔,2,0.01
41740,1000,我,-1,0.01
41750,10010001,安娜,3,0.01
41760,10030001,希贝尔,4,0.01
41770,-1,-1,-1,0.01
41780,1000,我,-1,0.01
41790,-1,-1,-1,0.01
41800,1000,我,-1,0.01
41801,10350001,阿尔莎,4,0.01
41802,-1,-1,-1,0.01
41810,10150001,黛西,4,0.01
41811,-1,-1,-1,0.01
41820,-1,-1,-1,0.01
41830,10040001,莎莉丝特,4,0.01
41840,10040001,莎莉丝特,4,0.01
41850,10150001,黛西,3,0.01
41860,-1,-1,-1,0.01
41870,10350001,阿尔莎,4,0.01
41900,10010001,安娜,6,0.01
41910,2000,安利丝,-1,0.01
41940,10350001,阿尔莎,6,0.01
41950,10150001,黛西,3,0.01
41960,10150001,黛西,3,0.01
41970,2000,安利丝,-1,0.01
41990,10010001,安娜,8,0.01
42000,2000,安利丝,-1,0.01
42010,10350001,阿尔莎,6,0.01
42020,10150001,黛西,4,0.01
42040,1000,我,-1,0.01
42050,10350001,阿尔莎,4,0.01
42060,10350001,阿尔莎,-1,0.01
42070,1000,我,-1,0.01
42080,10350001,阿尔莎,4,0.01
42090,10010001,安娜,5,0.01
42100,10150001,黛西,3,0.01
42110,1000,我,-1,0.01
42120,-1,-1,-1,0.01
42130,10060001,塞布丽娜,-1,0.01
42140,10050001,嘉萝琳,-1,0.01
42170,10030001,希贝尔,4,0.01
42180,10050001,嘉萝琳,-1,0.01
42190,10030001,希贝尔,4,0.01
42220,1000,我,-1,0.01
42230,10030001,希贝尔,1,0.01
42240,10350001,阿尔莎,4,0.01
42250,2000,安利丝,-1,0.01
42260,10350001,阿尔莎,-1,0.01
42270,10010001,安娜,14,0.01
42280,10350001,阿尔莎,4,0.01
42290,2000,安利丝,-1,0.01
42300,10010001,安娜,8,0.01
42310,10150001,黛西,5,0.01
42320,-1,-1,-1,0.01
42330,10010001,安娜,5,0.01
42340,-1,-1,-1,0.01
42350,10040001,莎莉丝特,5,0.01
42360,10040001,莎莉丝特,5,0.01
42380,-1,-1,-1,0.01
42390,1000,我,-1,0.01
42400,1000,我,-1,0.01
42410,10030001,希贝尔,6,0.01
42420,1000,我,-1,0.01
42430,10010001,安娜,6,0.01
42440,1000,我,-1,0.01
42450,10010001,安娜,6,0.01
42460,-1,-1,-1,0.01
42470,-1,-1,-1,0.01
42480,10030001,希贝尔,4,0.01
42490,10010001,安娜,6,0.01
42500,10010001,安娜,6,0.01
42510,10040001,莎莉丝特,4,0.01
42520,10010001,安娜,6,0.01
42530,10150001,黛西,4,0.01
42540,1000,我,-1,0.01
42550,10030001,希贝尔,-1,0.01
42560,1000,我,-1,0.01
42570,10030001,希贝尔,5,0.01
42580,10060001,塞布丽娜,-1,0.01
42590,-1,-1,-1,0.01
42600,10060001,塞布丽娜,4,0.01
42610,10150001,黛西,4,0.01
42620,10103008,掘墓人,-1,0.01
42630,10010001,安娜,5,0.01
42640,10103008,掘墓人,-1,0.01
42650,10010001,安娜,5,0.01
42660,10103008,掘墓人,-1,0.01
42670,10150001,黛西,5,0.01
42680,10103008,掘墓人,-1,0.01
42690,-1,-1,-1,0.01
42700,10350001,阿尔莎,4,0.01
42710,10103008,掘墓人,-1,0.01
42720,-1,-1,-1,0.01
42730,10103008,掘墓人,-1,0.01
42740,10103008,掘墓人,-1,0.01
42750,10350001,阿尔莎,4,0.01
42760,10103008,掘墓人,-1,0.01
42790,10350001,阿尔莎,6,0.01
42800,-1,-1,-1,0.01
42810,10010001,安娜,5,0.01
42820,10350001,阿尔莎,1,0.01
42830,10010001,安娜,8,0.01
42840,-1,-1,-1,0.01
42850,10010001,安娜,7,0.01
42860,10350001,阿尔莎,1,0.01
42870,10010001,安娜,1,0.01
42890,10350001,阿尔莎,1,0.01
42900,10010001,安娜,14,0.01
42910,10350001,阿尔莎,1,0.01
42920,10350001,阿尔莎,-1,0.01
42930,10060001,塞布丽娜,4,0.01
42940,1000,我,-1,0.01
42960,10060001,塞布丽娜,1,0.01
42970,-1,-1,-1,0.01
42980,1000,我,-1,0.01
43000,-1,-1,-1,0.01
43010,-1,-1,-1,0.01
43020,10010001,安娜,6,0.01
43030,10040001,莎莉丝特,4,0.01
43040,10150001,黛西,4,0.01
43050,10030001,希贝尔,-1,0.01
43060,-1,-1,-1,0.01
43070,-1,-1,-1,0.01
43080,1000,我,-1,0.01
43110,10030001,希贝尔,-1,0.01
43120,1000,我,-1,0.01
43140,10030001,希贝尔,6,0.01
43150,10350001,阿尔莎,4,0.01
43160,10030001,希贝尔,2,0.01
43170,10350001,阿尔莎,4,0.01
43180,-1,-1,-1,0.01
43190,10350001,阿尔莎,1,0.01
43200,10350001,阿尔莎,1,0.01
43210,10010001,安娜,14,0.01
43220,-1,-1,-1,0.01
43230,10030001,希贝尔,-1,0.01
43240,1000,我,-1,0.01
43250,10150001,黛西,3,0.01
43260,10040001,莎莉丝特,7,0.01
43270,10150001,黛西,3,0.01
43280,1000,我,-1,0.01
43300,-1,-1,-1,0.01
43310,10350001,阿尔莎,6,0.01
43330,10150001,黛西,3,0.01
43340,10350001,阿尔莎,6,0.01
43350,10350001,阿尔莎,6,0.01
43360,10030001,希贝尔,5,0.01
43370,1000,我,-1,0.01
43390,10350001,阿尔莎,-1,0.01
43400,10010001,安娜,6,0.01
43410,10350001,阿尔莎,4,0.01
43430,10010001,安娜,6,0.01
43440,10350001,阿尔莎,4,0.01
43450,10010001,安娜,6,0.01
43460,10350001,阿尔莎,-1,0.01
43470,10150001,黛西,3,0.01
43480,10150001,黛西,4,0.01
43500,-1,-1,-1,0.01
43510,-1,-1,-1,0.01
43520,1000,我,-1,0.01
43530,1000,我,-1,0.01
43550,10350001,阿尔莎,-1,0.01
43560,1000,我,-1,0.01
43570,10350001,阿尔莎,-1,0.01
43580,1000,我,-1,0.01
43590,10350001,阿尔莎,6,0.01
43600,1000,我,-1,0.01
43610,10350001,阿尔莎,6,0.01
43620,1000,我,-1,0.01
43630,1000,我,-1,0.01
43650,10030001,希贝尔,-1,0.01
43670,1000,我,-1,0.01
43680,10010001,安娜,6,0.01
43690,10010001,安娜,6,0.01
43700,1000,我,-1,0.01
43710,10010001,安娜,7,0.01
43720,10350001,阿尔莎,-1,0.01
43730,10030001,希贝尔,4,0.01
43740,-1,-1,-1,0.01
43750,-1,-1,-1,0.01
43760,1000,我,-1,0.01
43770,10010001,安娜,6,0.01
43780,1000,我,-1,0.01
43790,-1,-1,-1,0.01
43800,10103011,黑影,-1,0.01
