ID,被动类型,属性BUFF（类型1生效）,额外伤害（类型12生效）,免伤护盾BUFF（类型11生效）,最终伤害提升（类型10生效）,属性转换（类型8生效）,免死BUFF（类型2生效）,无敌BUFF（类型3生效）,回血（类型4生效）,回血（类型9生效）,BOSS击杀时间增加（类型5有效）,刷新球（类型6有效）,神火减少消耗（类型7有效）,被动技能描述,星级,品质,Debuff（类型13）,魔女技能增强（类型14）,防御特殊增幅（类型15）,暴击特殊增幅（类型16）,是否效果唯一
50101506,1,20&1&15&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360822,-1,-1,-1,-1,-1,-1,-1
50101507,1,20&1&17&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360823,-1,-1,-1,-1,-1,-1,-1
50101508,1,20&1&19&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360824,-1,-1,-1,-1,-1,-1,-1
50101509,1,20&1&21&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360825,-1,-1,-1,-1,-1,-1,-1
50101601,1,20&1&5&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360826,-1,-1,-1,-1,-1,-1,-1
50101602,1,20&1&7&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360827,-1,-1,-1,-1,-1,-1,-1
50101603,1,20&1&9&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360828,-1,-1,-1,-1,-1,-1,-1
50101604,1,20&1&11&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360829,-1,-1,-1,-1,-1,-1,-1
50101605,1,20&1&13&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360830,-1,-1,-1,-1,-1,-1,-1
50101606,1,20&1&15&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360831,-1,-1,-1,-1,-1,-1,-1
50101607,1,20&1&17&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360832,-1,-1,-1,-1,-1,-1,-1
50101608,1,20&1&19&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360833,-1,-1,-1,-1,-1,-1,-1
50101609,1,20&1&21&5&1&3&6#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360834,-1,-1,-1,-1,-1,-1,-1
50101701,1,21&2&30&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360835,-1,-1,-1,-1,-1,-1,-1
50101702,1,21&2&60&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360836,-1,-1,-1,-1,-1,-1,-1
50101703,1,21&2&90&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360837,-1,-1,-1,-1,-1,-1,-1
50101704,1,21&2&120&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360838,-1,-1,-1,-1,-1,-1,-1
50101705,1,21&2&150&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360839,-1,-1,-1,-1,-1,-1,-1
50101706,1,21&2&180&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360840,-1,-1,-1,-1,-1,-1,-1
50101707,1,21&2&210&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360841,-1,-1,-1,-1,-1,-1,-1
50101708,1,21&2&240&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360842,-1,-1,-1,-1,-1,-1,-1
50101709,1,21&2&270&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360843,-1,-1,-1,-1,-1,-1,-1
50101801,1,2&1&20&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360844,-1,-1,-1,-1,-1,-1,-1
50101802,1,2&1&30&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360845,-1,-1,-1,-1,-1,-1,-1
50101803,1,2&1&40&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360846,-1,-1,-1,-1,-1,-1,-1
50101804,1,2&1&50&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360847,-1,-1,-1,-1,-1,-1,-1
50101805,1,2&1&60&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360848,-1,-1,-1,-1,-1,-1,-1
50101806,1,2&1&70&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360849,-1,-1,-1,-1,-1,-1,-1
50101807,1,2&1&80&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360850,-1,-1,-1,-1,-1,-1,-1
50101808,1,2&1&90&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360851,-1,-1,-1,-1,-1,-1,-1
50101809,1,2&1&100&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360852,-1,-1,-1,-1,-1,-1,-1
50101901,1,5&1&30&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360853,-1,-1,-1,-1,-1,-1,-1
50101902,1,5&1&45&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360854,-1,-1,-1,-1,-1,-1,-1
50101903,1,5&1&60&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360855,-1,-1,-1,-1,-1,-1,-1
50101904,1,5&1&75&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360856,-1,-1,-1,-1,-1,-1,-1
50101905,1,5&1&90&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360857,-1,-1,-1,-1,-1,-1,-1
50101906,1,5&1&105&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360858,-1,-1,-1,-1,-1,-1,-1
50101907,1,5&1&120&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360859,-1,-1,-1,-1,-1,-1,-1
50101908,1,5&1&135&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360860,-1,-1,-1,-1,-1,-1,-1
50101909,1,5&1&150&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360861,-1,-1,-1,-1,-1,-1,-1
50102001,1,2&1&2&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360862,-1,-1,-1,-1,-1,-1,-1
50102002,1,2&1&3&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360863,-1,-1,-1,-1,-1,-1,-1
50102003,1,2&1&4&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360864,-1,-1,-1,-1,-1,-1,-1
50102004,1,2&1&6&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360865,-1,-1,-1,-1,-1,-1,-1
50102005,1,2&1&7&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360866,-1,-1,-1,-1,-1,-1,-1
50102006,1,2&1&8&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360867,-1,-1,-1,-1,-1,-1,-1
50102007,1,2&1&9&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360868,-1,-1,-1,-1,-1,-1,-1
50102008,1,2&1&11&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360869,-1,-1,-1,-1,-1,-1,-1
50102009,1,2&1&13&999999999&1&3&1#3&1&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360870,-1,-1,-1,-1,-1,-1,-1
50102101,1,5&1&10&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360871,-1,-1,-1,-1,-1,-1,-1
50102102,1,5&1&20&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360872,-1,-1,-1,-1,-1,-1,-1
50102103,1,5&1&30&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360873,-1,-1,-1,-1,-1,-1,-1
50102104,1,5&1&40&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360874,-1,-1,-1,-1,-1,-1,-1
50102105,1,5&1&50&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360875,-1,-1,-1,-1,-1,-1,-1
50102106,1,5&1&60&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360876,-1,-1,-1,-1,-1,-1,-1
50102107,1,5&1&70&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360877,-1,-1,-1,-1,-1,-1,-1
50102108,1,5&1&80&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360878,-1,-1,-1,-1,-1,-1,-1
50102109,1,5&1&90&3&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360879,-1,-1,-1,-1,-1,-1,-1
50102201,1,2&1&20&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360880,-1,-1,-1,-1,-1,-1,-1
50102202,1,2&1&30&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360881,-1,-1,-1,-1,-1,-1,-1
50102203,1,2&1&40&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360882,-1,-1,-1,-1,-1,-1,-1
50102204,1,2&1&50&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360883,-1,-1,-1,-1,-1,-1,-1
50102205,1,2&1&60&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360884,-1,-1,-1,-1,-1,-1,-1
50102206,1,2&1&70&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360885,-1,-1,-1,-1,-1,-1,-1
50102207,1,2&1&80&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360886,-1,-1,-1,-1,-1,-1,-1
50102208,1,2&1&90&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360887,-1,-1,-1,-1,-1,-1,-1
50102209,1,2&1&100&3&1&3&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360888,-1,-1,-1,-1,-1,-1,-1
50102301,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360889,-1,-1,-1,-1,-1,-1,-1
50102302,1,15&2&3.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360890,-1,-1,-1,-1,-1,-1,-1
50102303,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360891,-1,-1,-1,-1,-1,-1,-1
50102304,1,15&2&4.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360892,-1,-1,-1,-1,-1,-1,-1
50102305,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360893,-1,-1,-1,-1,-1,-1,-1
50102306,1,15&2&5.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360894,-1,-1,-1,-1,-1,-1,-1
50102307,1,15&2&6&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360895,-1,-1,-1,-1,-1,-1,-1
50102308,1,15&2&6.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360896,-1,-1,-1,-1,-1,-1,-1
50102309,1,15&2&7&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360897,-1,-1,-1,-1,-1,-1,-1
50102401,1,16&1&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360898,-1,-1,-1,-1,-1,-1,-1
50102402,1,16&1&3.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360899,-1,-1,-1,-1,-1,-1,-1
50102403,1,16&1&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360900,-1,-1,-1,-1,-1,-1,-1
50102404,1,16&1&4.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360901,-1,-1,-1,-1,-1,-1,-1
50102405,1,16&1&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360902,-1,-1,-1,-1,-1,-1,-1
50102406,1,16&1&5.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360903,-1,-1,-1,-1,-1,-1,-1
50102407,1,16&1&6&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360904,-1,-1,-1,-1,-1,-1,-1
50102408,1,16&1&6.5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360905,-1,-1,-1,-1,-1,-1,-1
50102409,1,16&1&7&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360906,-1,-1,-1,-1,-1,-1,-1
50102501,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,10360907,-1,-1,-1,-1,-1,-1,-1
50102502,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,10360908,-1,-1,-1,-1,-1,-1,-1
50102503,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,10360909,-1,-1,-1,-1,-1,-1,-1
50102504,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,10360910,-1,-1,-1,-1,-1,-1,-1
50102505,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,10360911,-1,-1,-1,-1,-1,-1,-1
50102506,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,10360912,-1,-1,-1,-1,-1,-1,-1
50102507,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,10360913,-1,-1,-1,-1,-1,-1,-1
50102508,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,10360914,-1,-1,-1,-1,-1,-1,-1
50102509,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,10360915,-1,-1,-1,-1,-1,-1,-1
50102601,1,2&1&4&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360916,-1,-1,-1,-1,-1,-1,-1
50102602,1,2&1&7&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360917,-1,-1,-1,-1,-1,-1,-1
50102603,1,2&1&10&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360918,-1,-1,-1,-1,-1,-1,-1
50102604,1,2&1&13&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360919,-1,-1,-1,-1,-1,-1,-1
50102605,1,2&1&16&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360920,-1,-1,-1,-1,-1,-1,-1
50102606,1,2&1&19&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360921,-1,-1,-1,-1,-1,-1,-1
50102607,1,2&1&22&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360922,-1,-1,-1,-1,-1,-1,-1
50102608,1,2&1&25&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360923,-1,-1,-1,-1,-1,-1,-1
50102609,1,2&1&28&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360924,-1,-1,-1,-1,-1,-1,-1
50102701,1,2&1&1.5&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360925,-1,-1,-1,-1,-1,-1,-1
50102702,1,2&1&2&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360926,-1,-1,-1,-1,-1,-1,-1
50102703,1,2&1&2.5&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360927,-1,-1,-1,-1,-1,-1,-1
50102704,1,2&1&3&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360928,-1,-1,-1,-1,-1,-1,-1
50102705,1,2&1&3.5&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360929,-1,-1,-1,-1,-1,-1,-1
50102706,1,2&1&4&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360930,-1,-1,-1,-1,-1,-1,-1
50102707,1,2&1&4.5&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360931,-1,-1,-1,-1,-1,-1,-1
50102708,1,2&1&5&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360932,-1,-1,-1,-1,-1,-1,-1
50102709,1,2&1&6&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360933,-1,-1,-1,-1,-1,-1,-1
50102801,1,2&1&3&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360934,-1,-1,-1,-1,-1,-1,-1
50102802,1,2&1&5&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360935,-1,-1,-1,-1,-1,-1,-1
50102803,1,2&1&7&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360936,-1,-1,-1,-1,-1,-1,-1
50102804,1,2&1&9&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360937,-1,-1,-1,-1,-1,-1,-1
50102805,1,2&1&11&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360938,-1,-1,-1,-1,-1,-1,-1
50102806,1,2&1&13&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360939,-1,-1,-1,-1,-1,-1,-1
50102807,1,2&1&15&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360940,-1,-1,-1,-1,-1,-1,-1
50102808,1,2&1&17&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360941,-1,-1,-1,-1,-1,-1,-1
50102809,1,2&1&20&999999999&1&3&1#3&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360942,-1,-1,-1,-1,-1,-1,-1
50102901,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360943,-1,-1,-1,-1,-1,-1,-1
50102902,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360944,-1,-1,-1,-1,-1,-1,-1
50102903,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360945,-1,-1,-1,-1,-1,-1,-1
50102904,1,15&2&6&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360946,-1,-1,-1,-1,-1,-1,-1
50102905,1,15&2&7&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360947,-1,-1,-1,-1,-1,-1,-1
50102906,1,15&2&8&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360948,-1,-1,-1,-1,-1,-1,-1
50102907,1,15&2&9&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360949,-1,-1,-1,-1,-1,-1,-1
50102908,1,15&2&10&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360950,-1,-1,-1,-1,-1,-1,-1
50102909,1,15&2&11&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360951,-1,-1,-1,-1,-1,-1,-1
50103001,1,2&1&15&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360952,-1,-1,-1,-1,-1,-1,-1
50103002,1,2&1&20&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360953,-1,-1,-1,-1,-1,-1,-1
50103003,1,2&1&25&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360954,-1,-1,-1,-1,-1,-1,-1
50103004,1,2&1&30&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360955,-1,-1,-1,-1,-1,-1,-1
50103005,1,2&1&35&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360956,-1,-1,-1,-1,-1,-1,-1
50103006,1,2&1&40&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360957,-1,-1,-1,-1,-1,-1,-1
50103007,1,2&1&45&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360958,-1,-1,-1,-1,-1,-1,-1
50103008,1,2&1&50&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360959,-1,-1,-1,-1,-1,-1,-1
50103009,1,2&1&55&3&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360960,-1,-1,-1,-1,-1,-1,-1
50103101,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,10360961,-1,-1,-1,-1,-1,-1,-1
50103102,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,10360962,-1,-1,-1,-1,-1,-1,-1
50103103,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,10360963,-1,-1,-1,-1,-1,-1,-1
50103104,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,10360964,-1,-1,-1,-1,-1,-1,-1
50103105,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,10360965,-1,-1,-1,-1,-1,-1,-1
50103106,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,10360966,-1,-1,-1,-1,-1,-1,-1
50103107,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,10360967,-1,-1,-1,-1,-1,-1,-1
50103108,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,10360968,-1,-1,-1,-1,-1,-1,-1
50103109,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,10360969,-1,-1,-1,-1,-1,-1,-1
50103201,1,23&2&0.05&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360970,-1,-1,-1,-1,-1,-1,-1
50103202,1,23&2&0.07&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360971,-1,-1,-1,-1,-1,-1,-1
50103203,1,23&2&0.09&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360972,-1,-1,-1,-1,-1,-1,-1
50103204,1,23&2&0.11&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360973,-1,-1,-1,-1,-1,-1,-1
50103205,1,23&2&0.13&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360974,-1,-1,-1,-1,-1,-1,-1
50103206,1,23&2&0.15&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360975,-1,-1,-1,-1,-1,-1,-1
50103207,1,23&2&0.17&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360976,-1,-1,-1,-1,-1,-1,-1
50103208,1,23&2&0.19&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360977,-1,-1,-1,-1,-1,-1,-1
50103209,1,23&2&0.22&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360978,-1,-1,-1,-1,-1,-1,-1
50103301,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,10360979,-1,-1,-1,-1,-1,-1,-1
50103302,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,10360980,-1,-1,-1,-1,-1,-1,-1
50103303,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,10360981,-1,-1,-1,-1,-1,-1,-1
50103304,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,10360982,-1,-1,-1,-1,-1,-1,-1
50103305,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,10360983,-1,-1,-1,-1,-1,-1,-1
50103306,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,10360984,-1,-1,-1,-1,-1,-1,-1
50103307,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,10360985,-1,-1,-1,-1,-1,-1,-1
50103308,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,10360986,-1,-1,-1,-1,-1,-1,-1
50103309,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,10360987,-1,-1,-1,-1,-1,-1,-1
50103401,1,15&2&3&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360988,-1,-1,-1,-1,-1,-1,-1
50103402,1,15&2&4&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360989,-1,-1,-1,-1,-1,-1,-1
50103403,1,15&2&5&999999999&1&3&9#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360990,-1,-1,-1,-1,-1,-1,-1
