行为id,下一个行为（-1为结束）,行为归纳,BGM,跳过简述
386630,386640,1|33860,-1,-1
386640,386650,2|103,-1,-1
386650,386660,1|33870,-1,-1
386660,386670,2|1503,-1,-1
386670,386680,1|33880,-1,-1
386680,386690,2|403,-1,-1
386690,386700,1|33890,-1,-1
386700,386720,2|1503,-1,-1
386720,386730,1|33910,-1,-1
386730,386740,1|33920,-1,-1
386740,386750,2|403,-1,-1
386750,386760,1|33930,-1,-1
386760,386770,2|303,-1,-1
386770,386780,1|33940,-1,-1
386780,386790,2|403,-1,-1
386790,386800,1|33950,-1,-1
386800,386810,1|33960,-1,-1
386810,386820,2|503,-1,-1
386820,386830,1|33970,-1,-1
386830,386840,2|603,-1,-1
386840,386850,1|33980,-1,-1
386850,386860,2|1503,-1,-1
386860,386870,1|33990,-1,-1
386870,386880,1|34000,-1,-1
386880,386890,1|34010,-1,-1
386890,386900,1|34020,-1,-1
386900,386910,1|34030,-1,-1
386910,386940,1|34060,-1,-1
386940,386950,2|403,-1,-1
386950,386960,1|34070,-1,-1
386960,386980,2|503,-1,-1
386980,386990,1|34090,-1,-1
386990,387000,2|1503,-1,-1
387000,387010,1|34100,-1,-1
387010,387020,1|34110,-1,-1
387020,387030,2|403,-1,-1
387030,387040,1|34120,-1,-1
387040,387050,2|503,-1,-1
387050,387060,1|34130,-1,-1
387060,387070,2|14603,-1,-1
387070,387080,1|34140,-1,-1
387080,387090,2|1503,-1,-1
387090,387100,1|34150,-1,-1
387100,387110,1|34160,-1,-1
387110,387120,2|403,-1,-1
387120,-1,1|34170,-1,-1
410010,410020,2|80082,-1,41.0
410020,410030,2|14603,-1,-1
410030,410040,1|34190,PlayBgm|event:/GameBgm/musicBook-Requiem for Gods,-1
410040,410050,2|14604,-1,-1
410050,410060,1|34200,-1,-1
410060,410061,1|34210,-1,-1
410061,410063,2|14603,-1,-1
410063,410064,1|34230,-1,-1
410064,410070,2|14604,-1,-1
410070,410080,1|34240,-1,-1
410080,410100,1|34260,-1,-1
410100,410120,2|103,-1,-1
410120,410130,1|34280,-1,-1
410130,410150,2|14603,-1,-1
410150,410170,1|34310,-1,-1
410170,410190,2|103,-1,-1
410190,410200,1|34330,-1,-1
410200,410210,2|14603,-1,-1
410210,410220,1|34340,-1,-1
410220,410240,1|34360,-1,-1
410240,410260,2|103,-1,-1
410260,410270,1|34380,-1,-1
410270,410280,1|34390,-1,-1
410280,410300,2|14603,-1,-1
410300,410310,3|173|174,-1,-1
410310,410330,1|34420,-1,-1
410320,410330,1|34440,-1,-1
410330,410340,1|34450,-1,-1
410340,410360,2|103,-1,-1
410360,410370,1|34470,-1,-1
410370,410380,2|14603,-1,-1
410380,410390,1|34480,-1,-1
410390,410400,2|103,-1,-1
410400,410410,1|34490,-1,-1
410410,410420,2|303,-1,-1
410420,410430,1|34500,-1,-1
410430,410440,2|103,-1,-1
410440,410441,1|34510,-1,-1
410441,410450,2|104,-1,-1
410450,410460,2|80102,-1,-1
410460,410461,1|34520,PlayBgm|event:/GameBgm/MusicBook-Requiem for Gods|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/shovel-dirt-dig,-1
410461,410470,2|80134,-1,-1
410470,410480,1|34530,-1,-1
410480,410490,1|34540,-1,-1
410490,410500,1|34550,-1,-1
410500,410510,1|34570,-1,-1
410510,410520,1|34580,-1,-1
410520,410530,1|34590,-1,-1
410530,410540,1|34610,-1,-1
410540,410550,2|103,-1,-1
410550,410551,1|34620,StopByPath|event:/GameEffect/BackgroundEffect/chapter-4/shovel-dirt-dig,-1
410551,410560,2|104,-1,-1
410560,410660,2|80066,-1,-1
410660,410670,2|603,-1,-1
410670,410680,1|34630,-1,-1
410680,410690,2|103,-1,-1
410690,410700,1|34640,-1,-1
410700,410710,2|603,-1,-1
410710,410720,1|34650,-1,-1
410720,410730,2|103,-1,-1
410730,410740,1|34660,-1,-1
410740,410750,1|34670,-1,-1
410750,410760,1|34680,-1,-1
410760,410761,2|104,-1,-1
410761,410762,1|34690,-1,-1
410762,410763,2|603,-1,-1
410763,410764,1|34691,-1,-1
410764,410765,2|605,-1,-1
410765,410766,1|34692,-1,-1
410766,410767,2|603,-1,-1
410767,410768,1|34693,-1,-1
410768,410769,2|403,-1,-1
410769,410770,1|34694,-1,-1
410770,410771,2|14603,-1,-1
410771,410772,1|34695,-1,-1
410772,410773,2|14604,-1,-1
410773,410774,1|34696,-1,-1
410774,410780,2|14603,-1,-1
410780,410790,1|34700,-1,-1
410790,410800,2|303,-1,-1
410800,410810,1|34710,-1,-1
410810,410820,1|34720,-1,-1
410820,410830,2|305,-1,-1
410830,410840,1|34730,-1,-1
410840,410860,1|34750,-1,-1
410860,-1,1|34770,-1,-1
410890,410891,2|80054,-1,41.0
410891,410910,1|34790,-1,-1
410910,410950,1|34810,-1,-1
410950,410960,2|503,-1,-1
410960,410970,1|34830,-1,-1
410970,410980,2|403,-1,-1
410980,410990,1|34840,-1,-1
410990,411000,2|503,-1,-1
411000,411010,1|34850,-1,-1
411010,411020,1|34860,-1,-1
411020,411030,2|403,-1,-1
411030,411040,1|34870,-1,-1
411040,411050,2|503,-1,-1
411050,411060,1|34880,-1,-1
411060,411070,2|403,-1,-1
411070,411080,1|34890,-1,-1
411080,411090,2|503,-1,-1
411090,411100,1|34900,-1,-1
411100,411110,2|14603,-1,-1
411110,411120,1|34910,-1,-1
411120,411130,2|403,-1,-1
411130,411140,1|34920,-1,-1
411140,411150,2|14603,-1,-1
411150,-1,1|34930,-1,-1
415010,415020,2|80082,-1,41.0
415020,415021,2|303,-1,-1
415021,415030,1|34951,-1,-1
415030,415040,1|34960,-1,-1
415040,415060,2|403,-1,-1
415060,415080,1|34990,-1,-1
415080,415100,2|303,-1,-1
415100,415110,1|35010,-1,-1
415110,415120,2|403,-1,-1
415120,415130,1|35020,-1,-1
415130,415160,2|14603,-1,-1
415160,415170,1|35050,-1,-1
415170,415180,2|603,-1,-1
415180,415181,1|35060,-1,-1
415181,415182,2|403,-1,-1
415182,415190,1|35061,-1,-1
415190,415200,2|503,-1,-1
415200,-1,1|35070,-1,-1
420010,420020,2|80082,-1,42.0
420020,420030,1|35090,PlayBgm|event:/GameBgm/MusicBook-Burried History|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/amb-city,-1
420030,420040,1|35100,-1,-1
420040,420050,1|35110,-1,-1
420050,420070,1|35130,-1,-1
420070,420080,2|303,-1,-1
420080,420090,1|35140,-1,-1
420090,420100,2|305,-1,-1
420100,420110,1|35150,-1,-1
420110,420120,2|403,-1,-1
420120,420130,1|35160,-1,-1
420130,420140,2|303,-1,-1
420140,420150,1|35170,-1,-1
420150,420160,2|403,-1,-1
420160,420170,1|35180,-1,-1
420170,420180,2|303,-1,-1
420180,420200,1|35190,-1,-1
420200,420210,2|403,-1,-1
420210,420220,1|35210,-1,-1
420220,420221,2|404,-1,-1
420221,420222,1|35220,-1,-1
420222,420230,2|403,-1,-1
420230,420240,1|35230,-1,-1
420240,420250,1|35240,-1,-1
420250,420260,2|14603,-1,-1
420260,420270,1|35260,-1,-1
420270,420280,1|35280,-1,-1
420280,420290,2|403,-1,-1
420290,420310,1|35290,-1,-1
420310,420330,1|35300,-1,-1
420330,420340,1|35310,-1,-1
420340,420350,1|35320,-1,-1
420350,420390,2|303,-1,-1
420390,420400,1|35360,-1,-1
420400,420410,2|403,-1,-1
420410,420420,1|35370,-1,-1
420420,420440,2|303,-1,-1
420440,420450,1|35390,-1,-1
420450,420460,2|403,-1,-1
420460,420470,1|35400,-1,-1
420470,420480,1|35410,-1,-1
420480,420510,1|35420,-1,-1
420510,420520,2|303,-1,-1
420520,420530,1|35450,-1,-1
420530,420540,2|403,-1,-1
420540,420550,1|35460,-1,-1
420550,420560,2|303,-1,-1
420560,420570,1|35470,-1,-1
420570,420580,2|403,-1,-1
420580,420590,1|35480,-1,-1
420590,420600,1|35490,-1,-1
420600,420610,2|303,-1,-1
420610,420620,1|35500,-1,-1
420620,420630,2|403,-1,-1
420630,420640,1|35510,-1,-1
420640,420660,2|303,-1,-1
420660,420670,1|35530,-1,-1
420670,420680,2|403,-1,-1
420680,420700,1|35540,-1,-1
420700,420710,2|303,-1,-1
420710,420720,1|35560,-1,-1
420720,420730,2|403,-1,-1
420730,420740,1|35570,-1,-1
420740,420760,1|35590,-1,-1
420760,420770,2|303,-1,-1
420770,420780,1|35600,-1,-1
420780,420800,1|35620,-1,-1
420800,420810,2|403,-1,-1
420810,420830,1|35640,-1,-1
420830,420840,2|303,-1,-1
420840,420850,1|35650,-1,-1
420850,420860,2|403,-1,-1
420860,420870,1|35660,-1,-1
420870,420880,1|35670,-1,-1
420880,420890,1|35680,-1,-1
420890,420920,1|35710,-1,-1
420920,420930,2|303,-1,-1
420930,420940,1|35720,-1,-1
420940,420950,2|403,-1,-1
420950,420970,1|35740,-1,-1
420970,420990,1|35760,-1,-1
420990,421000,2|303,-1,-1
421000,421010,1|35770,-1,-1
421010,421030,1|35790,-1,-1
421030,421040,2|14603,-1,-1
421040,421050,1|35800,-1,-1
421050,421051,2|14604,-1,-1
421051,421052,1|35810,-1,-1
421052,421060,2|14603,-1,-1
421060,421070,1|35820,-1,-1
421070,421080,2|303,-1,-1
421080,421090,1|35830,-1,-1
421090,421100,2|14603,-1,-1
421100,421110,1|35840,-1,-1
421110,421120,2|303,-1,-1
421120,421130,1|35850,-1,-1
421130,421140,2|305,-1,-1
421140,421150,1|35860,-1,-1
421150,421160,2|303,-1,-1
421160,421170,1|35861,PlayBgm|event:/GameBgm/empty,-1
421170,421180,2|14603,-1,-1
421180,421190,1|35870,-1,-1
421190,421380,2|14604,-1,-1
421380,421390,1|35880,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/body-fall-concrete,-1
421390,421400,1|36050,-1,-1
421400,421401,1|36060,-1,-1
421401,421402,1|36070,-1,-1
421402,421410,2|14603,-1,-1
421410,421411,1|36080,PlayBgm|event:/GameBgm/MusicBook-The Moon,-1
421411,421412,2|14604,-1,-1
421412,421420,1|36081,-1,-1
421420,421430,1|36090,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/1005-xibeier-skill,-1
421430,421440,2|303,-1,-1
421440,421450,1|36100,-1,-1
421450,421460,2|305,-1,-1
421460,421470,1|36110,-1,-1
421470,421490,1|36130,-1,-1
421490,421500,2|303,-1,-1
421500,421501,1|36140,-1,-1
421501,421510,2|40002,-1,-1
421510,421520,2|305,-1,-1
421520,421530,1|36150,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/footsteps-run-concrete,-1
421530,421540,2|103,-1,-1
421540,421550,1|36160,-1,-1
421550,421560,2|303,-1,-1
421560,421570,1|36170,-1,-1
421570,421580,2|103,-1,-1
421580,421590,1|36180,-1,-1
421590,421600,1|36190,-1,-1
421600,421610,2|303,-1,-1
421610,421620,1|36200,-1,-1
421620,421630,2|11803,-1,-1
421630,421640,1|36210,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/animal-cat-angry,-1
421640,421650,2|103,-1,-1
421650,421660,1|36220,-1,-1
421660,421670,2|11803,-1,-1
421670,-1,1|36230,-1,-1
425010,425020,2|80082,-1,42.0
425020,425021,2|14603,PlayBgm|event:/GameBgm/empty,-1
425021,425022,1|36250,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/amb-city,-1
425022,425030,2|14604,-1,-1
425030,425040,1|36260,-1,-1
425040,425050,1|36270,-1,-1
425050,425070,2|303,-1,-1
425070,425080,1|36290,-1,-1
425080,425100,1|36300,-1,-1
425100,425110,2|403,-1,-1
425110,425120,1|36320,-1,-1
425120,425130,2|405,-1,-1
425130,425140,1|36330,-1,-1
425140,425160,1|36350,-1,-1
425160,425161,1|36360,-1,-1
425161,425170,2|14603,-1,-1
425170,425180,1|36370,-1,-1
425180,425190,2|303,-1,-1
425190,425200,1|36380,-1,-1
425200,425210,2|14603,-1,-1
425210,425220,1|36390,-1,-1
425220,425230,2|303,-1,-1
425230,425240,1|36400,-1,-1
425240,425250,1|36410,-1,-1
425250,425260,2|14603,-1,-1
425260,425270,1|36420,-1,-1
425270,425280,1|36430,-1,-1
425280,425290,2|303,-1,-1
425290,425300,1|36440,-1,-1
425300,425310,2|14603,-1,-1
425310,425320,1|36450,-1,-1
425320,425321,2|14604,-1,-1
425321,425322,1|36460,PlayBgm|event:/GameBgm/musicBook-Waltz for the deep dark forest,-1
425322,425330,2|14603,-1,-1
425330,425340,1|36470,-1,-1
425340,425350,1|36480,-1,-1
425350,425360,2|603,-1,-1
425360,425370,1|36490,-1,-1
425370,425380,2|14603,-1,-1
425380,425390,1|36500,-1,-1
425390,425391,1|36510,-1,-1
425391,425400,2|14604,-1,-1
425400,425410,1|36520,-1,-1
425410,425420,2|603,-1,-1
425420,425430,1|36530,-1,-1
425430,425440,2|605,-1,-1
425440,425441,1|36540,-1,-1
425441,425442,2|50001,-1,-1
425442,425443,1|36541,-1,-1
425443,425450,2|50001,-1,-1
425450,425451,1|36550,-1,-1
425451,425460,1|36551,-1,-1
425460,425470,2|303,-1,-1
425470,425480,1|36560,-1,-1
425480,425490,2|14603,-1,-1
425490,425500,1|36570,-1,-1
425500,425510,2|303,-1,-1
425510,425520,1|36580,-1,-1
425520,425530,2|4403,-1,-1
425530,425540,1|36590,-1,-1
425540,425541,2|4405,-1,-1
425541,425542,1|36600,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/bird-meadowlark-sing-far,-1
425542,425550,2|4403,-1,-1
425550,425560,1|36610,-1,-1
425560,425570,2|14603,-1,-1
425570,425580,1|36620,-1,-1
425580,425590,2|303,-1,-1
425590,425600,1|36630,-1,-1
425600,425620,1|36650,-1,-1
425620,425630,1|36660,-1,-1
425630,425640,2|14603,-1,-1
425640,425650,3|179|180,-1,-1
425650,425680,1|36680,-1,-1
425660,425661,1|36700,-1,-1
425661,425670,2|14604,-1,-1
425670,425680,1|36710,-1,-1
425680,425690,2|4403,-1,-1
425690,425700,1|36720,-1,-1
425700,425710,1|36730,-1,-1
425710,425720,2|14603,-1,-1
425720,425730,1|36740,-1,-1
425730,425740,2|103,-1,-1
425740,425750,1|36750,-1,-1
425750,425760,1|36760,-1,-1
425760,425770,2|14603,-1,-1
425770,425780,1|36770,-1,-1
425780,425790,2|303,-1,-1
425790,425800,1|36780,-1,-1
425800,425810,1|36790,-1,-1
425810,425820,2|4403,-1,-1
425820,425830,1|36800,-1,-1
425830,425840,1|36810,-1,-1
425840,425841,1|36811,-1,-1
425841,425850,2|14603,-1,-1
425850,425851,1|36820,-1,-1
425851,425852,2|14604,-1,-1
425852,425860,1|36821,-1,-1
425860,425870,2|403,-1,-1
425870,425880,1|36830,-1,-1
425880,425890,2|14603,-1,-1
425890,425910,1|36850,-1,-1
425910,425940,2|4403,-1,-1
425940,425950,1|36870,-1,-1
425950,425960,2|4405,-1,-1
425960,425970,1|36880,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/bird-wing-flap,-1
425970,-1,1|36890,-1,-1
440010,440020,2|80054,-1,44.0
440020,440021,1|36910,PlayBgm|event:/GameBgm/MusicBook-Burried History|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/amb-city,-1
440021,440022,1|36911,-1,-1
440022,440023,1|36912,-1,-1
440023,440030,1|36913,-1,-1
440030,440040,2|303,-1,-1
440040,440050,1|36920,-1,-1
440050,440060,2|403,-1,-1
440060,440070,1|36930,-1,-1
440070,440080,2|303,-1,-1
440080,440100,1|36940,-1,-1
440100,440110,2|403,-1,-1
440110,440120,1|36960,-1,-1
440120,440130,2|14603,-1,-1
440130,440140,1|36970,-1,-1
440140,440150,2|403,-1,-1
440150,440160,1|36980,-1,-1
440160,440170,2|14603,-1,-1
440170,440180,1|36990,-1,-1
440180,440190,2|403,-1,-1
440190,440200,1|37000,-1,-1
440200,440210,2|14603,-1,-1
440210,440220,1|37010,-1,-1
440220,440230,2|14604,-1,-1
440230,440231,1|37020,-1,-1
440231,440240,2|403,-1,-1
440240,440250,1|37030,-1,-1
440250,440260,2|303,-1,-1
440260,440270,1|37040,-1,-1
440270,440280,2|403,-1,-1
440280,440290,1|37050,-1,-1
440290,440300,1|37060,-1,-1
440300,440310,2|503,-1,-1
440310,440320,1|37070,-1,-1
440320,440330,2|403,-1,-1
440330,440340,1|37080,-1,-1
440340,440350,2|503,-1,-1
440350,440370,1|37100,-1,-1
440370,440380,2|403,-1,-1
440380,440400,1|37120,-1,-1
440400,440410,2|503,-1,-1
440410,440420,1|37130,-1,-1
440420,440450,1|37160,-1,-1
440450,440460,1|37170,-1,-1
440460,440480,1|37190,-1,-1
440480,440490,2|303,-1,-1
440490,440500,1|37200,-1,-1
440500,440510,2|14603,-1,-1
440510,440520,3|181|182,-1,-1
440520,440540,1|37220,-1,-1
440530,440540,1|37240,-1,-1
440540,440550,2|303,-1,-1
440550,440560,1|37250,-1,-1
440560,440570,2|503,-1,-1
440570,440580,1|37260,-1,-1
440580,440590,2|303,-1,-1
440590,440600,1|37270,-1,-1
440600,440610,2|305,-1,-1
440610,440611,1|37280,-1,-1
440611,440620,2|503,-1,-1
440620,440630,1|37290,-1,-1
440630,440640,2|303,-1,-1
440640,440650,1|37300,-1,-1
440650,440660,1|37310,-1,-1
440660,440670,2|503,-1,-1
440670,440680,1|37320,-1,-1
440680,440690,1|37330,-1,-1
440690,440700,2|505,-1,-1
440700,440710,1|37340,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/bird-meadowlark-sing-far,-1
440710,440720,1|37350,-1,-1
440720,440730,2|4403,-1,-1
440730,440740,1|37360,-1,-1
440740,440750,2|4405,-1,-1
440750,440760,1|37370,-1,-1
440760,440761,1|37380,-1,-1
440761,440770,2|14603,-1,-1
440770,440780,1|37390,-1,-1
440780,440790,2|4403,-1,-1
440790,440800,1|37400,-1,-1
440800,440810,2|4405,-1,-1
440810,440820,1|37410,-1,-1
440820,440830,1|37420,-1,-1
440830,-1,1|37430,-1,-1
445010,445020,2|80054,-1,44.0
445020,445030,2|103,PlayBgm|event:/GameBgm/empty,-1
445030,445040,1|37450,-1,-1
445040,445050,1|37460,-1,-1
445050,445060,2|303,-1,-1
445060,445070,1|37470,-1,-1
445070,445080,2|103,-1,-1
445080,445090,1|37480,-1,-1
445090,445100,2|11903,-1,-1
445100,445101,1|37490,-1,-1
445101,445110,1|37491,-1,-1
445110,445120,2|103,-1,-1
445120,445130,1|37500,-1,-1
445130,445140,1|37510,-1,-1
445140,445150,2|11903,-1,-1
445150,445160,1|37520,-1,-1
445160,445170,2|103,-1,-1
445170,445180,1|37530,-1,-1
445180,445190,2|11903,-1,-1
445190,445200,1|37540,-1,-1
445200,445210,2|403,-1,-1
445210,445220,1|37550,PlaySnapshot|snapshot:/InPlotLowerBGM,-1
445220,445221,2|404,-1,-1
445221,445230,2|15103,-1,-1
445230,445231,1|37560,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/necklace-short,-1
445231,445240,1|37561,-1,-1
445240,445250,2|503,-1,-1
445250,445260,1|37570,-1,-1
445260,445270,2|103,-1,-1
445270,445280,1|37580,-1,-1
445280,445290,2|104,-1,-1
445290,445300,1|37590,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/armor-chain-mail-rattle,-1
445300,445310,2|603,-1,-1
445310,445320,1|37600,StopSnapshot|snapshot:/InPlotLowerBGM|;|PlayBgm|event:/GameBgm/MusicBook-Requiem for Gods,-1
445320,445330,1|37610,-1,-1
445330,445340,2|605,-1,-1
445340,445350,1|37620,-1,-1
445350,445360,1|37630,-1,-1
445360,445370,2|303,-1,-1
445370,445380,1|37640,-1,-1
445380,445390,1|37650,-1,-1
445390,445400,2|305,-1,-1
445400,445410,1|37660,-1,-1
445410,445420,2|403,-1,-1
445420,445430,1|37670,-1,-1
445430,445440,2|14603,-1,-1
445440,445450,1|37680,-1,-1
445450,445460,1|37690,-1,-1
445460,445470,2|403,-1,-1
445470,445480,1|37700,-1,-1
445480,445490,2|14603,-1,-1
445490,445500,1|37710,-1,-1
445500,445510,2|403,-1,-1
445510,445520,1|37720,-1,-1
445520,445530,2|103,-1,-1
445530,445540,1|37730,-1,-1
445540,445550,1|37740,-1,-1
445550,445560,2|303,-1,-1
445560,445570,1|37750,-1,-1
445570,445580,2|305,-1,-1
445580,445590,1|37760,-1,-1
445590,445600,2|103,-1,-1
445600,445610,1|37770,-1,-1
445610,445620,2|403,-1,-1
445620,445630,1|37780,-1,-1
445630,445640,2|303,-1,-1
445640,445650,1|37790,-1,-1
445650,445660,2|403,-1,-1
445660,445670,1|37800,-1,-1
445670,445680,1|37810,-1,-1
445680,445690,2|404,-1,-1
445690,445691,1|37820,-1,-1
445691,445700,2|303,-1,-1
445700,445710,1|37830,-1,-1
445710,445720,1|37840,-1,-1
445720,445730,2|503,-1,-1
445730,445740,1|37850,-1,-1
445740,445750,1|37860,-1,-1
445750,445760,2|14603,-1,-1
445760,445770,1|37870,-1,-1
445770,445780,2|503,-1,-1
445780,445790,1|37880,-1,-1
445790,445800,1|37890,-1,-1
445800,445810,2|303,-1,-1
445810,445820,1|37900,-1,-1
445820,445830,2|503,-1,-1
445830,445840,1|37910,-1,-1
445840,445850,1|37920,-1,-1
445850,445910,1|37980,-1,-1
445910,445920,1|37990,-1,-1
445920,445930,2|303,-1,-1
445930,445940,1|38000,-1,-1
445940,445950,2|503,-1,-1
445950,445960,1|38010,-1,-1
445960,445970,2|505,-1,-1
445970,445980,1|38020,-1,-1
445980,445990,2|403,-1,-1
445990,446000,1|38030,-1,-1
446000,446010,1|38040,-1,-1
446010,446020,2|14603,-1,-1
446020,446030,3|183|184,-1,-1
446030,446050,1|38060,-1,-1
446040,446050,1|38080,-1,-1
446050,446060,1|38090,-1,-1
446060,446070,2|303,-1,-1
446070,446080,1|38100,-1,-1
446080,446090,2|503,-1,-1
446090,446100,1|38110,-1,-1
446100,446110,2|603,-1,-1
446110,446120,1|38120,-1,-1
446120,446130,1|38130,-1,-1
446130,446140,2|14603,-1,-1
446140,446150,1|38140,-1,-1
446150,446160,1|38150,-1,-1
446160,446170,2|603,-1,-1
446170,446190,1|38170,-1,-1
446190,446200,2|14603,-1,-1
446200,446210,1|38180,-1,-1
446210,446220,2|503,-1,-1
446220,446230,1|38190,-1,-1
446230,446240,1|38200,-1,-1
446240,446250,2|505,-1,-1
446250,446260,1|38210,-1,-1
446260,-1,1|38220,-1,-1
460010,460020,2|80054,PlayBgm|event:/GameBgm/MusicBook-Burried History|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/amb-city,46.0
460020,460070,2|603,-1,-1
460070,460080,1|38280,-1,-1
460080,460090,2|503,-1,-1
460090,460100,1|38290,-1,-1
460100,460110,2|603,-1,-1
460110,460120,1|38300,-1,-1
460120,460130,2|503,-1,-1
460130,460140,1|38310,-1,-1
460140,460150,2|14603,-1,-1
460150,460151,1|38320,-1,-1
460151,460160,2|14604,-1,-1
460160,460170,1|38330,-1,-1
460170,460180,1|38340,-1,-1
460180,460190,1|38350,-1,-1
460190,460200,1|38360,-1,-1
460200,460220,2|103,-1,-1
460220,460230,1|38380,-1,-1
460230,460240,2|11703,-1,-1
460240,460250,1|38390,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/animal-cat-happy,-1
460250,460260,2|303,-1,-1
460260,460270,1|38400,-1,-1
460270,460280,2|103,-1,-1
460280,460290,1|38410,-1,-1
460290,460300,2|303,-1,-1
460300,460310,1|38420,-1,-1
460310,460320,2|305,-1,-1
460320,460330,1|38430,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/wind-gust,-1
460330,460340,1|38440,-1,-1
460340,460341,1|38450,-1,-1
460341,460350,2|14603,-1,-1
460350,460360,1|38460,-1,-1
460360,460370,2|103,-1,-1
460370,460380,1|38470,-1,-1
460380,460390,2|14603,-1,-1
460390,460400,1|38480,-1,-1
460400,460410,2|103,-1,-1
460410,460420,1|38490,-1,-1
460420,460430,2|14603,-1,-1
460430,460440,1|38500,-1,-1
460440,460450,2|103,-1,-1
460450,460451,1|38510,-1,-1
460451,460460,2|14603,-1,-1
460460,460470,3|185|186,-1,-1
460470,460490,1|38530,-1,-1
460480,460490,1|38550,-1,-1
460490,460500,2|103,-1,-1
460500,460510,1|38560,-1,-1
460510,460520,2|14603,-1,-1
460520,460530,1|38570,-1,-1
460530,460540,2|103,-1,-1
460540,460550,1|38580,-1,-1
460550,460551,2|104,-1,-1
460551,460552,1|38581,-1,-1
460552,460553,2|14603,-1,-1
460553,460560,1|38590,-1,-1
460560,460570,2|14604,-1,-1
460570,460580,1|38600,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/animal-horse-walk,-1
460580,460590,2|503,-1,-1
460590,460600,1|38610,-1,-1
460600,460610,2|403,-1,-1
460610,460620,1|38620,-1,-1
460620,460630,2|503,-1,-1
460630,-1,1|38630,-1,-1
465010,465020,2|80054,-1,46.0
465020,465030,2|303,-1,-1
465030,465040,1|38650,-1,-1
465040,465050,2|305,-1,-1
465050,465060,1|38660,-1,-1
465060,465070,2|503,-1,-1
465070,465080,1|38670,-1,-1
465080,465090,2|14603,-1,-1
465090,465100,1|38680,-1,-1
465100,465110,2|403,-1,-1
465110,465120,1|38690,-1,-1
465120,465130,1|38700,-1,-1
465130,465140,2|14603,-1,-1
465140,465150,1|38710,-1,-1
465150,465160,2|403,-1,-1
465160,465170,1|38720,-1,-1
465170,465190,1|38740,-1,-1
465190,465200,1|38750,-1,-1
465200,465220,2|303,-1,-1
465220,465240,1|38780,-1,-1
465240,465250,2|503,-1,-1
465250,465270,1|38800,-1,-1
465270,465310,1|38820,-1,-1
465310,465320,2|403,-1,-1
465320,465330,1|38830,-1,-1
465330,465340,2|503,-1,-1
465340,465350,1|38840,-1,-1
465350,465360,2|403,-1,-1
465360,465370,1|38850,-1,-1
465370,465380,2|404,-1,-1
465380,465400,1|38860,-1,-1
465400,465410,1|38870,-1,-1
465410,465430,2|503,-1,-1
465430,465440,1|38890,-1,-1
465440,465450,2|403,-1,-1
465450,465460,1|38900,-1,-1
465460,465470,1|38910,-1,-1
465470,465480,2|503,-1,-1
465480,-1,1|38920,-1,-1
480010,480020,2|80070,-1,48.0
480020,480030,2|303,PlayBgm|event:/GameBgm/MusicBook-A faint gleam of hope|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-4/amb-city,-1
