-- 
-- brief: This file is generated by the tool, please do not modify it.
-- 

local _configs = {
    [1] = {1, 100001, 10100002, 60, 122, 203, {0.07, 2}, 1, 30, 1000, 1000, 1000},
    [1205] = {1205, 240002, 10304008, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 750, 1000, 2000},
    [1206] = {1206, 240002, 10304007, 15167, 3114, 1730, {0.07, 2}, 7, 7583, 750, 1000, 2000},
    [1207] = {1207, 240002, 10304500, 910026, 6228, 1730, {0.2, 1}, 9, 455013, 750, 1000, 2000},
    [1208] = {1208, 240002, 10304024, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 750, 1000, 2000},
    [1209] = {1209, 240002, 10102021, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 750, 1000, 2000},
    [1210] = {1210, 240002, 10102025, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 750, 1000, 2000},
    [1211] = {1211, 240003, 10304005, 45458, 6444, 3580, {0.07, 2}, 22, 22729, 750, 1000, 2000},
    [1212] = {1212, 240003, 10304006, 45458, 6444, 3580, {0.07, 2}, 22, 22729, 750, 1000, 2000},
    [1213] = {1213, 240003, 10304004, 75763, 6444, 3580, {0.07, 2}, 37, 37881, 750, 1000, 2000},
    [1214] = {1214, 240003, 10304008, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 750, 1000, 2000},
    [1215] = {1215, 240003, 10304007, 45458, 6444, 3580, {0.07, 2}, 22, 22729, 750, 1000, 2000},
    [1216] = {1216, 240003, 10304500, 2727450, 12888, 3580, {0.2, 1}, 27, 1363725, 750, 1000, 2000},
    [1217] = {1217, 240003, 10304024, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 750, 1000, 2000},
    [1218] = {1218, 240003, 10102021, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 750, 1000, 2000},
    [1219] = {1219, 240003, 10102025, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 750, 1000, 2000},
    [1220] = {1220, 240004, 10304005, 58349, 6705, 3726, {0.07, 2}, 29, 29174, 750, 1000, 2000},
    [1221] = {1221, 240004, 10304006, 58349, 6705, 3726, {0.07, 2}, 29, 29174, 750, 1000, 2000},
    [1222] = {1222, 240004, 10304004, 97248, 6705, 3726, {0.07, 2}, 48, 48624, 750, 1000, 2000},
    [1223] = {1223, 240004, 10304008, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 750, 1000, 2000},
    [1224] = {1224, 240004, 10304007, 58349, 6705, 3726, {0.07, 2}, 29, 29174, 750, 1000, 2000},
    [1225] = {1225, 240004, 10304500, 3500928, 13410, 3726, {0.2, 1}, 35, 1750464, 750, 1000, 2000},
    [1226] = {1226, 240004, 10304024, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 750, 1000, 2000},
    [1227] = {1227, 240004, 10102021, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 750, 1000, 2000},
    [1228] = {1228, 240004, 10102025, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 750, 1000, 2000},
    [1229] = {1229, 240005, 10304005, 82874, 8241, 4580, {0.07, 2}, 41, 41437, 750, 1000, 2000},
    [1230] = {1230, 240005, 10304006, 82874, 8241, 4580, {0.07, 2}, 41, 41437, 750, 1000, 2000},
    [1231] = {1231, 240005, 10304004, 138123, 8241, 4580, {0.07, 2}, 69, 69061, 750, 1000, 2000},
    [1232] = {1232, 240005, 10304008, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 750, 1000, 2000},
    [1233] = {1233, 240005, 10304007, 82874, 8241, 4580, {0.07, 2}, 41, 41437, 750, 1000, 2000},
    [1234] = {1234, 240005, 10304500, 4972410, 16482, 4580, {0.2, 1}, 49, 2486205, 750, 1000, 2000},
    [1235] = {1235, 240005, 10304024, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 750, 1000, 2000},
    [1236] = {1236, 240005, 10102021, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 750, 1000, 2000},
    [1237] = {1237, 240005, 10102025, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 750, 1000, 2000},
    [1238] = {1238, 240006, 10304005, 105559, 8718, 4844, {0.07, 2}, 52, 52779, 750, 1000, 2000},
    [1239] = {1239, 240006, 10304006, 105559, 8718, 4844, {0.07, 2}, 52, 52779, 750, 1000, 2000},
    [1240] = {1240, 240006, 10304004, 175932, 8718, 4844, {0.07, 2}, 87, 87966, 750, 1000, 2000},
    [1241] = {1241, 240006, 10304008, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 750, 1000, 2000},
    [1242] = {1242, 240006, 10304007, 105559, 8718, 4844, {0.07, 2}, 52, 52779, 750, 1000, 2000},
    [1243] = {1243, 240006, 10304500, 6333534, 17436, 4844, {0.2, 1}, 63, 3166767, 750, 1000, 2000},
    [1244] = {1244, 240006, 10304024, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 750, 1000, 2000},
    [1245] = {1245, 240006, 10102021, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 750, 1000, 2000},
    [1246] = {1246, 240006, 10102025, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 750, 1000, 2000},
    [1247] = {1247, 240007, 10304005, 150085, 10959, 6090, {0.07, 2}, 75, 75042, 750, 1000, 2000},
    [1248] = {1248, 240007, 10304006, 150085, 10959, 6090, {0.07, 2}, 75, 75042, 750, 1000, 2000},
    [1249] = {1249, 240007, 10304004, 250142, 10959, 6090, {0.07, 2}, 125, 125071, 750, 1000, 2000},
    [1250] = {1250, 240007, 10304008, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 750, 1000, 2000},
    [1251] = {1251, 240007, 10304007, 150085, 10959, 6090, {0.07, 2}, 75, 75042, 750, 1000, 2000},
    [1252] = {1252, 240007, 10304500, 9005094, 21918, 6090, {0.2, 1}, 90, 4502547, 750, 1000, 2000},
    [1253] = {1253, 240007, 10304024, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 750, 1000, 2000},
    [1254] = {1254, 240007, 10102021, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 750, 1000, 2000},
    [1255] = {1255, 240007, 10102025, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 750, 1000, 2000},
    [1256] = {1256, 240008, 10304005, 171625, 11229, 6238, {0.07, 2}, 85, 85812, 750, 1000, 2000},
    [1257] = {1257, 240008, 10304006, 171625, 11229, 6238, {0.07, 2}, 85, 85812, 750, 1000, 2000},
    [1258] = {1258, 240008, 10304004, 286041, 11229, 6238, {0.07, 2}, 143, 143020, 750, 1000, 2000},
    [1259] = {1259, 240008, 10304008, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 750, 1000, 2000},
    [1260] = {1260, 240008, 10304007, 171625, 11229, 6238, {0.07, 2}, 85, 85812, 750, 1000, 2000},
    [1261] = {1261, 240008, 10304500, 10297476, 22458, 6238, {0.2, 1}, 102, 5148738, 750, 1000, 2000},
    [1262] = {1262, 240008, 10304024, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 750, 1000, 2000},
    [1263] = {1263, 240008, 10102021, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 750, 1000, 2000},
    [1264] = {1264, 240008, 10102025, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 750, 1000, 2000},
    [1265] = {1265, 250001, 10304033, 265728, 3519, 1304, {0.07, 2}, 13, 132864, 2000, 750, 1000},
    [1266] = {1266, 250001, 10304032, 265728, 3519, 1304, {0.2, 5}, 13, 132864, 750, 1000, 2000},
    [1267] = {1267, 250001, 10304600, 876902, 4692, 1304, {0.2, 1}, 8, 438451, 2000, 750, 1000},
    [1268] = {1268, 250002, 10304033, 606684, 4671, 1730, {0.07, 2}, 30, 303342, 2000, 750, 1000},
    [1269] = {1269, 250002, 10304032, 606684, 4671, 1730, {0.2, 5}, 30, 303342, 750, 1000, 2000},
    [1270] = {1270, 250002, 10304600, 2002057, 6228, 1730, {0.2, 1}, 20, 1001028, 2000, 750, 1000},
    [1271] = {1271, 250003, 10304033, 1818300, 9666, 3580, {0.07, 2}, 90, 909150, 2000, 750, 1000},
    [1272] = {1272, 250003, 10304032, 1818300, 9666, 3580, {0.2, 5}, 90, 909150, 750, 1000, 2000},
    [1273] = {1273, 250003, 10304600, 6000390, 12888, 3580, {0.2, 1}, 60, 3000195, 2000, 750, 1000},
    [1274] = {1274, 250004, 10304033, 2333952, 10059, 3726, {0.07, 2}, 116, 1166976, 2000, 750, 1000},
    [1275] = {1275, 250004, 10304032, 2333952, 10059, 3726, {0.2, 5}, 116, 1166976, 750, 1000, 2000},
    [1276] = {1276, 250004, 10304600, 7702042, 13410, 3726, {0.2, 1}, 77, 3851021, 2000, 750, 1000},
    [1277] = {1277, 250005, 10304033, 3314940, 12363, 4580, {0.07, 2}, 165, 1657470, 2000, 750, 1000},
    [1278] = {1278, 250005, 10304032, 3314940, 12363, 4580, {0.2, 5}, 165, 1657470, 750, 1000, 2000},
    [1279] = {1279, 250005, 10304600, 10939302, 16482, 4580, {0.2, 1}, 109, 5469651, 2000, 750, 1000},
    [1280] = {1280, 250006, 10304033, 4222356, 13077, 4844, {0.07, 2}, 211, 2111178, 2000, 750, 1000},
    [1281] = {1281, 250006, 10304032, 4222356, 13077, 4844, {0.2, 5}, 211, 2111178, 750, 1000, 2000},
    [1282] = {1282, 250006, 10304600, 13933775, 17436, 4844, {0.2, 1}, 139, 6966887, 2000, 750, 1000},
    [1283] = {1283, 250007, 10304033, 6003396, 16440, 6090, {0.07, 2}, 300, 3001698, 2000, 750, 1000},
    [1284] = {1284, 250007, 10304032, 6003396, 16440, 6090, {0.2, 5}, 300, 3001698, 750, 1000, 2000},
    [1285] = {1285, 250007, 10304600, 19811207, 21918, 6090, {0.2, 1}, 198, 9905603, 2000, 750, 1000},
    [1286] = {1286, 250008, 10304033, 6864984, 16845, 6238, {0.07, 2}, 343, 3432492, 2000, 750, 1000},
    [1287] = {1287, 250008, 10304032, 6864984, 16845, 6238, {0.2, 5}, 343, 3432492, 750, 1000, 2000},
    [1288] = {1288, 250008, 10304600, 22654447, 22458, 6238, {0.2, 1}, 226, 11327223, 2000, 750, 1000},
    [1289] = {1289, 260001, 10304009, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 750, 1000, 2000},
    [1290] = {1290, 260001, 10304010, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 750, 1000, 2000},
    [1291] = {1291, 260001, 10304400, 478310, 4692, 1304, {0.2, 1}, 4, 239155, 750, 1000, 2000},
    [1292] = {1292, 260001, 10304024, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 750, 1000, 2000},
    [1293] = {1293, 260002, 10304009, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 750, 1000, 2000},
    [1294] = {1294, 260002, 10304010, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 750, 1000, 2000},
    [1295] = {1295, 260002, 10304400, 1092031, 6228, 1730, {0.2, 1}, 10, 546015, 750, 1000, 2000},
    [1296] = {1296, 260002, 10304024, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 750, 1000, 2000},
    [1297] = {1297, 260003, 10304009, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 750, 1000, 2000},
    [1298] = {1298, 260003, 10304010, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 750, 1000, 2000},
    [1299] = {1299, 260003, 10304400, 3272940, 12888, 3580, {0.2, 1}, 32, 1636470, 750, 1000, 2000},
    [1300] = {1300, 260003, 10304024, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 750, 1000, 2000},
    [1301] = {1301, 260004, 10304009, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 750, 1000, 2000},
    [1302] = {1302, 260004, 10304010, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 750, 1000, 2000},
    [1303] = {1303, 260004, 10304400, 4201114, 13410, 3726, {0.2, 1}, 42, 2100557, 750, 1000, 2000},
    [1304] = {1304, 260004, 10304024, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 750, 1000, 2000},
    [1305] = {1305, 260005, 10304009, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 750, 1000, 2000},
    [1306] = {1306, 260005, 10304010, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 750, 1000, 2000},
    [1307] = {1307, 260005, 10304400, 5966892, 16482, 4580, {0.2, 1}, 59, 2983446, 750, 1000, 2000},
    [1308] = {1308, 260005, 10304024, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 750, 1000, 2000},
    [1309] = {1309, 260006, 10304009, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 750, 1000, 2000},
    [1310] = {1310, 260006, 10304010, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 750, 1000, 2000},
    [1311] = {1311, 260006, 10304400, 7600241, 17436, 4844, {0.2, 1}, 76, 3800120, 750, 1000, 2000},
    [1312] = {1312, 260006, 10304024, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 750, 1000, 2000},
    [1313] = {1313, 260007, 10304009, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 750, 1000, 2000},
    [1314] = {1314, 260007, 10304010, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 750, 1000, 2000},
    [1315] = {1315, 260007, 10304400, 10806113, 21918, 6090, {0.2, 1}, 108, 5403056, 750, 1000, 2000},
    [1316] = {1316, 260007, 10304024, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 750, 1000, 2000},
    [1317] = {1317, 260008, 10304009, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 750, 1000, 2000},
    [1318] = {1318, 260008, 10304010, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 750, 1000, 2000},
    [1319] = {1319, 260008, 10304400, 12356971, 22458, 6238, {0.2, 1}, 123, 6178485, 750, 1000, 2000},
    [1320] = {1320, 260008, 10304024, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 750, 1000, 2000},
    [1321] = {1321, 270001, 10304026, 265728, 3519, 1304, {0.07, 2}, 13, 132864, 1000, 2000, 750},
    [1322] = {1322, 270001, 10304027, 265728, 3519, 1304, {0.07, 2}, 13, 132864, 1000, 2000, 750},
    [1323] = {1323, 270001, 10304800, 876902, 4692, 1304, {0.2, 1}, 8, 438451, 1000, 2000, 750},
    [1324] = {1324, 270001, 10103015, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 1000, 1000, 1000},
    [1325] = {1325, 270002, 10304026, 606684, 4671, 1730, {0.07, 2}, 30, 303342, 1000, 2000, 750},
    [1326] = {1326, 270002, 10304027, 606684, 4671, 1730, {0.07, 2}, 30, 303342, 1000, 2000, 750},
    [1327] = {1327, 270002, 10304800, 2002057, 6228, 1730, {0.2, 1}, 20, 1001028, 1000, 2000, 750},
    [1328] = {1328, 270002, 10103015, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 1000, 1000, 1000},
    [1329] = {1329, 270003, 10304026, 1818300, 9666, 3580, {0.07, 2}, 90, 909150, 1000, 2000, 750},
    [1330] = {1330, 270003, 10304027, 1818300, 9666, 3580, {0.07, 2}, 90, 909150, 1000, 2000, 750},
    [1331] = {1331, 270003, 10304800, 6000390, 12888, 3580, {0.2, 1}, 60, 3000195, 1000, 2000, 750},
    [1332] = {1332, 270003, 10103015, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 1000, 1000, 1000},
    [1333] = {1333, 270004, 10304026, 2333952, 10059, 3726, {0.07, 2}, 116, 1166976, 1000, 2000, 750},
    [1334] = {1334, 270004, 10304027, 2333952, 10059, 3726, {0.07, 2}, 116, 1166976, 1000, 2000, 750},
    [1335] = {1335, 270004, 10304800, 7702042, 13410, 3726, {0.2, 1}, 77, 3851021, 1000, 2000, 750},
    [1336] = {1336, 270004, 10103015, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 1000, 1000, 1000},
    [1337] = {1337, 270005, 10304026, 3314940, 12363, 4580, {0.07, 2}, 165, 1657470, 1000, 2000, 750},
    [1338] = {1338, 270005, 10304027, 3314940, 12363, 4580, {0.07, 2}, 165, 1657470, 1000, 2000, 750},
    [1339] = {1339, 270005, 10304800, 10939302, 16482, 4580, {0.2, 1}, 109, 5469651, 1000, 2000, 750},
    [1340] = {1340, 270005, 10103015, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 1000, 1000, 1000},
    [1341] = {1341, 270006, 10304026, 4222356, 13077, 4844, {0.07, 2}, 211, 2111178, 1000, 2000, 750},
    [1342] = {1342, 270006, 10304027, 4222356, 13077, 4844, {0.07, 2}, 211, 2111178, 1000, 2000, 750},
    [1343] = {1343, 270006, 10304800, 13933775, 17436, 4844, {0.2, 1}, 139, 6966887, 1000, 2000, 750},
    [1344] = {1344, 270006, 10103015, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 1000, 1000, 1000},
    [1345] = {1345, 270007, 10304026, 6003396, 16440, 6090, {0.07, 2}, 300, 3001698, 1000, 2000, 750},
    [1346] = {1346, 270007, 10304027, 6003396, 16440, 6090, {0.07, 2}, 300, 3001698, 1000, 2000, 750},
    [1347] = {1347, 270007, 10304800, 19811207, 21918, 6090, {0.2, 1}, 198, 9905603, 1000, 2000, 750},
    [1348] = {1348, 270007, 10103015, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 1000, 1000, 1000},
    [1349] = {1349, 270008, 10304026, 6864984, 16845, 6238, {0.07, 2}, 343, 3432492, 1000, 2000, 750},
    [1350] = {1350, 270008, 10304027, 6864984, 16845, 6238, {0.07, 2}, 343, 3432492, 1000, 2000, 750},
    [1351] = {1351, 270008, 10304800, 22654447, 22458, 6238, {0.2, 1}, 226, 11327223, 1000, 2000, 750},
    [1352] = {1352, 270008, 10103015, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 1000, 1000, 1000},
    [1353] = {1353, 280001, 10304022, 6643, 2346, 1304, {0.07, 2}, 3, 3321, 2000, 750, 1000},
    [1354] = {1354, 280001, 10304023, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 2000, 750, 1000},
    [1355] = {1355, 280001, 10101007, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 1000, 1000, 1000},
    [1356] = {1356, 280001, 10304025, 8858, 2346, 1304, {0.07, 2}, 4, 4429, 2000, 750, 1000},
    [1357] = {1357, 280001, 10304035, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 2000, 750, 1000},
    [1358] = {1358, 280001, 20304015, 8858, 2346, 1304, nil, 4, 4429, 1000, 1000, 1000},
    [1359] = {1359, 280001, 10304900, 478310, 4692, 1304, {0.2, 1}, 4, 239155, 2000, 750, 1000},
    [1360] = {1360, 280002, 10304022, 15167, 3114, 1730, {0.07, 2}, 7, 7583, 2000, 750, 1000},
    [1361] = {1361, 280002, 10304023, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 2000, 750, 1000},
    [1362] = {1362, 280002, 10101007, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 1000, 1000, 1000},
    [1363] = {1363, 280002, 10304025, 20223, 3114, 1730, {0.07, 2}, 10, 10111, 2000, 750, 1000},
    [1364] = {1364, 280002, 10304035, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 2000, 750, 1000},
    [1365] = {1365, 280002, 20304015, 20223, 3114, 1730, nil, 10, 10111, 1000, 1000, 1000},
    [1366] = {1366, 280002, 10304900, 1092031, 6228, 1730, {0.2, 1}, 10, 546015, 2000, 750, 1000},
    [1367] = {1367, 280003, 10304022, 45458, 6444, 3580, {0.07, 2}, 22, 22729, 2000, 750, 1000},
    [1368] = {1368, 280003, 10304023, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 2000, 750, 1000},
    [1369] = {1369, 280003, 10101007, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 1000, 1000, 1000},
    [1370] = {1370, 280003, 10304025, 60610, 6444, 3580, {0.07, 2}, 30, 30305, 2000, 750, 1000},
    [1371] = {1371, 280003, 10304035, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 2000, 750, 1000},
    [1372] = {1372, 280003, 20304015, 60610, 6444, 3580, nil, 30, 30305, 1000, 1000, 1000},
    [1373] = {1373, 280003, 10304900, 3272940, 12888, 3580, {0.2, 1}, 32, 1636470, 2000, 750, 1000},
    [1374] = {1374, 280004, 10304022, 58349, 6705, 3726, {0.07, 2}, 29, 29174, 2000, 750, 1000},
    [1375] = {1375, 280004, 10304023, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 2000, 750, 1000},
    [1376] = {1376, 280004, 10101007, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 1000, 1000, 1000},
    [1377] = {1377, 280004, 10304025, 77798, 6705, 3726, {0.07, 2}, 38, 38899, 2000, 750, 1000},
    [1378] = {1378, 280004, 10304035, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 2000, 750, 1000},
    [1379] = {1379, 280004, 20304015, 77798, 6705, 3726, nil, 38, 38899, 1000, 1000, 1000},
    [1380] = {1380, 280004, 10304900, 4201114, 13410, 3726, {0.2, 1}, 42, 2100557, 2000, 750, 1000},
    [1381] = {1381, 280005, 10304022, 82874, 8241, 4580, {0.07, 2}, 41, 41437, 2000, 750, 1000},
    [1382] = {1382, 280005, 10304023, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 2000, 750, 1000},
    [1383] = {1383, 280005, 10101007, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 1000, 1000, 1000},
    [1384] = {1384, 280005, 10304025, 110498, 8241, 4580, {0.07, 2}, 55, 55249, 2000, 750, 1000},
    [1385] = {1385, 280005, 10304035, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 2000, 750, 1000},
    [1386] = {1386, 280005, 20304015, 110498, 8241, 4580, nil, 55, 55249, 1000, 1000, 1000},
    [1387] = {1387, 280005, 10304900, 5966892, 16482, 4580, {0.2, 1}, 59, 2983446, 2000, 750, 1000},
    [1388] = {1388, 280006, 10304022, 105559, 8718, 4844, {0.07, 2}, 52, 52779, 2000, 750, 1000},
    [1389] = {1389, 280006, 10304023, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 2000, 750, 1000},
    [1390] = {1390, 280006, 10101007, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 1000, 1000, 1000},
    [1391] = {1391, 280006, 10304025, 140745, 8718, 4844, {0.07, 2}, 70, 70372, 2000, 750, 1000},
    [1392] = {1392, 280006, 10304035, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 2000, 750, 1000},
    [1393] = {1393, 280006, 20304015, 140745, 8718, 4844, nil, 70, 70372, 1000, 1000, 1000},
    [1394] = {1394, 280006, 10304900, 7600241, 17436, 4844, {0.2, 1}, 76, 3800120, 2000, 750, 1000},
    [1395] = {1395, 280007, 10304022, 150085, 10959, 6090, {0.07, 2}, 75, 75042, 2000, 750, 1000},
    [1396] = {1396, 280007, 10304023, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 2000, 750, 1000},
    [1397] = {1397, 280007, 10101007, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 1000, 1000, 1000},
    [1398] = {1398, 280007, 10304025, 200113, 10959, 6090, {0.07, 2}, 100, 100056, 2000, 750, 1000},
    [1399] = {1399, 280007, 10304035, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 2000, 750, 1000},
    [1400] = {1400, 280007, 20304015, 200113, 10959, 6090, nil, 100, 100056, 1000, 1000, 1000},
    [1401] = {1401, 280007, 10304900, 10806113, 21918, 6090, {0.2, 1}, 108, 5403056, 2000, 750, 1000},
    [1402] = {1402, 280008, 10304022, 171625, 11229, 6238, {0.07, 2}, 85, 85812, 2000, 750, 1000},
    [1403] = {1403, 280008, 10304023, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 2000, 750, 1000},
    [1404] = {1404, 280008, 10101007, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 1000, 1000, 1000},
    [1405] = {1405, 280008, 10304025, 228833, 11229, 6238, {0.07, 2}, 114, 114416, 2000, 750, 1000},
    [1406] = {1406, 280008, 10304035, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 2000, 750, 1000},
    [1407] = {1407, 280008, 20304015, 228833, 11229, 6238, nil, 114, 114416, 1000, 1000, 1000},
    [1408] = {1408, 280008, 10304900, 12356971, 22458, 6238, {0.2, 1}, 123, 6178485, 2000, 750, 1000},
    [1409] = {1409, 290001, 10304031, 4429, 2346, 1304, {0.07, 2}, 2, 2214, 750, 1000, 2000},
    [1410] = {1410, 290001, 10304030, 11072, 2346, 1304, {0.07, 2}, 5, 5536, 750, 1000, 2000},
    [1411] = {1411, 290001, 10304032, 265728, 3519, 1304, {0.2, 5}, 13, 132864, 750, 1000, 2000},
    [1412] = {1412, 290001, 10304300, 876902, 4692, 1304, {0.2, 1}, 8, 438451, 750, 1000, 2000},
    [1413] = {1413, 290002, 10304031, 10111, 3114, 1730, {0.07, 2}, 5, 5055, 750, 1000, 2000},
    [1414] = {1414, 290002, 10304030, 25279, 3114, 1730, {0.07, 2}, 12, 12639, 750, 1000, 2000},
    [1415] = {1415, 290002, 10304032, 606684, 4671, 1730, {0.2, 5}, 30, 303342, 750, 1000, 2000},
    [1416] = {1416, 290002, 10304300, 2002057, 6228, 1730, {0.2, 1}, 20, 1001028, 750, 1000, 2000},
    [1417] = {1417, 290003, 10304031, 30305, 6444, 3580, {0.07, 2}, 15, 15152, 750, 1000, 2000},
    [1418] = {1418, 290003, 10304030, 75763, 6444, 3580, {0.07, 2}, 37, 37881, 750, 1000, 2000},
    [1419] = {1419, 290003, 10304032, 1818300, 9666, 3580, {0.2, 5}, 90, 909150, 750, 1000, 2000},
    [1420] = {1420, 290003, 10304300, 6000390, 12888, 3580, {0.2, 1}, 60, 3000195, 750, 1000, 2000},
    [1421] = {1421, 290004, 10304031, 38899, 6705, 3726, {0.07, 2}, 19, 19449, 750, 1000, 2000},
    [1422] = {1422, 290004, 10304030, 97248, 6705, 3726, {0.07, 2}, 48, 48624, 750, 1000, 2000},
    [1423] = {1423, 290004, 10304032, 2333952, 10059, 3726, {0.2, 5}, 116, 1166976, 750, 1000, 2000},
    [1424] = {1424, 290004, 10304300, 7702042, 13410, 3726, {0.2, 1}, 77, 3851021, 750, 1000, 2000},
    [1425] = {1425, 290005, 10304031, 55249, 8241, 4580, {0.07, 2}, 27, 27624, 750, 1000, 2000},
    [1426] = {1426, 290005, 10304030, 138123, 8241, 4580, {0.07, 2}, 69, 69061, 750, 1000, 2000},
    [1427] = {1427, 290005, 10304032, 3314940, 12363, 4580, {0.2, 5}, 165, 1657470, 750, 1000, 2000},
    [1428] = {1428, 290005, 10304300, 10939302, 16482, 4580, {0.2, 1}, 109, 5469651, 750, 1000, 2000},
    [1429] = {1429, 290006, 10304031, 70373, 8718, 4844, {0.07, 2}, 35, 35186, 750, 1000, 2000},
    [1430] = {1430, 290006, 10304030, 175932, 8718, 4844, {0.07, 2}, 87, 87966, 750, 1000, 2000},
    [1431] = {1431, 290006, 10304032, 4222356, 13077, 4844, {0.2, 5}, 211, 2111178, 750, 1000, 2000},
    [1432] = {1432, 290006, 10304300, 13933775, 17436, 4844, {0.2, 1}, 139, 6966887, 750, 1000, 2000},
    [1433] = {1433, 290007, 10304031, 100057, 10959, 6090, {0.07, 2}, 50, 50028, 750, 1000, 2000},
    [1434] = {1434, 290007, 10304030, 250142, 10959, 6090, {0.07, 2}, 125, 125071, 750, 1000, 2000},
    [1435] = {1435, 290007, 10304032, 6003396, 16440, 6090, {0.2, 5}, 300, 3001698, 750, 1000, 2000},
    [1436] = {1436, 290007, 10304300, 19811207, 21918, 6090, {0.2, 1}, 198, 9905603, 750, 1000, 2000},
    [1437] = {1437, 290008, 10304031, 114416, 11229, 6238, {0.07, 2}, 57, 57208, 750, 1000, 2000},
